customerID,tenure,tenure_band,MonthlyCharges,monthly_charge_band,TotalCharges,Contract,contract_risk_band,service_count,has_fiber,is_month_to_month,estimated_annual_revenue,revenue_at_risk,churn_flag
7560-QRBXH,48,25-48 Months,19.95,Low,936.7,One year,Moderate Risk,0,0,0,239.39999999999998,0.0,0
7077-XJMET,12,0-12 Months,74.15,High,741.4,Month-to-month,High Risk,4,0,1,889.8000000000001,0.0,0
8752-GHJFU,71,49+ Months,92.0,High,6585.2,One year,Moderate Risk,5,1,0,1104.0,0.0,0
6896-SRVYQ,44,25-48 Months,73.85,High,3122.4,Month-to-month,High Risk,1,1,1,886.1999999999999,0.0,0
7767-UXAGJ,1,0-12 Months,50.45,Medium,50.45,Month-to-month,High Risk,1,0,1,605.4000000000001,605.4000000000001,1
4652-ODEVH,45,25-48 Months,24.45,Low,1088.25,Two year,Low Risk,1,0,0,293.4,0.0,0
6510-UPNKS,23,13-24 Months,24.8,Low,615.35,One year,Moderate Risk,1,0,0,297.6,0.0,0
6718-BDGHG,43,25-48 Months,64.85,Medium,2908.2,One year,Moderate Risk,3,0,0,778.1999999999999,0.0,0
9046-DQMTP,35,25-48 Months,20.75,Low,739.9,Month-to-month,High Risk,0,0,1,249.0,0.0,0
6439-LAJXL,9,0-12 Months,68.95,Medium,593.85,Month-to-month,High Risk,4,0,1,827.4000000000001,0.0,0
1571-SAVHK,12,0-12 Months,99.95,High,1132.75,Month-to-month,High Risk,4,1,1,1199.4,1199.4,1
9052-VKDUW,65,49+ Months,109.4,Very High,7227.45,Month-to-month,High Risk,6,1,1,1312.8000000000002,0.0,0
9546-CQJSU,2,0-12 Months,91.4,High,193.6,Month-to-month,High Risk,3,1,1,1096.8000000000002,1096.8000000000002,1
1666-JZPZT,27,25-48 Months,49.0,Medium,1291.35,Month-to-month,High Risk,1,0,1,588.0,0.0,0
5777-KJIRB,40,25-48 Months,50.25,Medium,2023.55,One year,Moderate Risk,1,0,0,603.0,0.0,0
0506-LVNGN,5,0-12 Months,75.55,High,349.65,Month-to-month,High Risk,1,1,1,906.5999999999999,906.5999999999999,1
7677-SJJJK,8,0-12 Months,19.9,Low,153.95,One year,Moderate Risk,0,0,0,238.79999999999998,0.0,0
2480-EJWYP,58,49+ Months,97.8,High,5458.8,One year,Moderate Risk,4,1,0,1173.6,0.0,0
3253-HKOKL,52,49+ Months,100.3,Very High,5244.45,One year,Moderate Risk,4,1,0,1203.6,0.0,0
7055-HNEOJ,3,0-12 Months,55.8,Medium,154.55,Month-to-month,High Risk,2,0,1,669.5999999999999,0.0,0
5514-YQENT,41,25-48 Months,111.15,Very High,4507.15,Two year,Low Risk,6,1,0,1333.8000000000002,0.0,0
3211-AAPKX,20,13-24 Months,98.55,High,2031.95,Month-to-month,High Risk,4,1,1,1182.6,0.0,0
8445-DNBAE,1,0-12 Months,50.05,Medium,50.05,Month-to-month,High Risk,1,0,1,600.5999999999999,0.0,0
2951-QOQTK,4,0-12 Months,80.8,High,332.45,Month-to-month,High Risk,2,1,1,969.5999999999999,969.5999999999999,1
2958-NHPPS,23,13-24 Months,20.85,Low,473.9,Month-to-month,High Risk,0,0,1,250.20000000000002,0.0,0
6806-YDEUL,6,0-12 Months,19.5,Low,106.8,Month-to-month,High Risk,0,0,1,234.0,0.0,0
1735-XMJVH,8,0-12 Months,19.35,Low,152.6,Month-to-month,High Risk,0,0,1,232.20000000000002,0.0,0
6890-PFRQX,18,13-24 Months,69.5,Medium,1199.4,Month-to-month,High Risk,4,0,1,834.0,0.0,0
0222-CNVPT,52,49+ Months,48.8,Medium,2555.05,Month-to-month,High Risk,3,0,1,585.5999999999999,0.0,0
5899-OUVKV,31,25-48 Months,94.5,High,2979.2,Month-to-month,High Risk,3,1,1,1134.0,0.0,0
8681-ICONS,29,25-48 Months,20.65,Low,654.85,Month-to-month,High Risk,0,0,1,247.79999999999998,0.0,0
1621-YNCJH,36,25-48 Months,106.05,Very High,3834.4,Two year,Low Risk,6,1,0,1272.6,0.0,0
3473-XIIIT,16,13-24 Months,100.0,Very High,1534.75,Month-to-month,High Risk,4,1,1,1200.0,1200.0,1
6362-QHAFM,42,25-48 Months,108.3,Very High,4586.15,One year,Moderate Risk,5,1,0,1299.6,0.0,0
7893-IXHRQ,1,0-12 Months,20.55,Low,20.55,Month-to-month,High Risk,0,0,1,246.60000000000002,246.60000000000002,1
3070-BDOQC,60,49+ Months,99.65,High,5941.05,Two year,Low Risk,4,1,0,1195.8000000000002,0.0,0
2952-QAYZF,5,0-12 Months,85.3,High,424.15,Month-to-month,High Risk,3,1,1,1023.5999999999999,1023.5999999999999,1
6234-PFPXL,22,13-24 Months,95.9,High,2234.95,Month-to-month,High Risk,4,1,1,1150.8000000000002,0.0,0
9824-QCJPK,36,25-48 Months,20.0,Low,666.75,One year,Moderate Risk,0,0,0,240.0,0.0,0
4763-PGDPO,4,0-12 Months,70.4,High,281.0,Month-to-month,High Risk,0,1,1,844.8000000000001,844.8000000000001,1
4283-IVYCI,9,0-12 Months,64.95,Medium,547.8,Month-to-month,High Risk,3,0,1,779.4000000000001,0.0,0
1866-OBPNR,1,0-12 Months,74.6,High,74.6,Month-to-month,High Risk,1,1,1,895.1999999999999,0.0,0
8205-MQUGY,12,0-12 Months,49.2,Medium,571.15,Month-to-month,High Risk,1,0,1,590.4000000000001,0.0,0
8970-ANWXO,23,13-24 Months,73.75,High,1756.6,One year,Moderate Risk,4,0,0,885.0,0.0,0
9480-BQJEI,62,49+ Months,92.3,High,5731.45,One year,Moderate Risk,4,1,0,1107.6,0.0,0
5394-SVGJV,37,25-48 Months,98.8,High,3475.55,Month-to-month,High Risk,4,1,1,1185.6,1185.6,1
6979-TNDEU,8,0-12 Months,19.2,Low,156.85,Month-to-month,High Risk,0,0,1,230.39999999999998,0.0,0
9777-WJJPR,31,25-48 Months,88.65,High,2683.2,Month-to-month,High Risk,3,1,1,1063.8000000000002,0.0,0
9283-LZQOH,13,13-24 Months,74.4,High,896.75,Month-to-month,High Risk,1,1,1,892.8000000000001,892.8000000000001,1
7079-QRCBC,24,13-24 Months,98.75,High,2407.3,Month-to-month,High Risk,4,1,1,1185.0,1185.0,1
9495-SKLKD,45,25-48 Months,95.95,High,4456.65,Month-to-month,High Risk,4,1,1,1151.4,0.0,0
6048-UWKAL,69,49+ Months,105.4,Very High,6998.95,Two year,Low Risk,5,1,0,1264.8000000000002,0.0,0
5067-DGXLL,2,0-12 Months,20.25,Low,36.8,Month-to-month,High Risk,0,0,1,243.0,0.0,0
5469-CTCWN,61,49+ Months,106.0,Very High,6547.7,One year,Moderate Risk,5,1,0,1272.0,1272.0,1
9851-QXEEQ,41,25-48 Months,104.7,Very High,4346.4,Month-to-month,High Risk,5,1,1,1256.4,1256.4,1
6281-FKEWS,44,25-48 Months,49.05,Medium,2265.0,One year,Moderate Risk,3,0,0,588.5999999999999,0.0,0
8898-KASCD,39,25-48 Months,35.55,Medium,1309.15,One year,Moderate Risk,2,0,0,426.59999999999997,0.0,0
9242-TKFSV,72,49+ Months,65.1,Medium,4754.3,Two year,Low Risk,6,0,0,781.1999999999999,0.0,0
9290-SHCMB,13,13-24 Months,96.85,High,1235.55,Month-to-month,High Risk,3,1,1,1162.1999999999998,0.0,0
0743-HNPFG,51,49+ Months,69.75,Medium,3562.5,One year,Moderate Risk,4,0,0,837.0,0.0,0
2277-BKJKN,71,49+ Months,99.2,High,7213.75,Two year,Low Risk,4,1,0,1190.4,0.0,0
9809-IMGCQ,22,13-24 Months,96.7,High,2082.95,Month-to-month,High Risk,3,1,1,1160.4,1160.4,1
5208-HFSBT,2,0-12 Months,55.05,Medium,102.75,Month-to-month,High Risk,2,0,1,660.5999999999999,660.5999999999999,1
5035-PGZXH,56,49+ Months,106.8,Very High,5914.4,One year,Moderate Risk,5,1,0,1281.6,0.0,0
8695-WDYEA,1,0-12 Months,51.25,Medium,51.25,Month-to-month,High Risk,1,0,1,615.0,0.0,0
6543-JXSOO,23,13-24 Months,57.75,Medium,1282.85,One year,Moderate Risk,3,0,0,693.0,0.0,0
8016-ZMGMO,66,49+ Months,70.85,High,4738.85,One year,Moderate Risk,4,0,0,850.1999999999999,0.0,0
8605-ITULD,1,0-12 Months,19.55,Low,19.55,Month-to-month,High Risk,0,0,1,234.60000000000002,0.0,0
3254-YRILK,19,13-24 Months,88.2,High,1775.8,Month-to-month,High Risk,3,1,1,1058.4,1058.4,1
6416-YJTTB,11,0-12 Months,79.5,High,795.65,Month-to-month,High Risk,2,1,1,954.0,0.0,0
2667-WYLWJ,8,0-12 Months,19.75,Low,145.0,One year,Moderate Risk,0,0,0,237.0,237.0,1
4472-VESGY,52,49+ Months,98.15,High,4993.4,Month-to-month,High Risk,5,1,1,1177.8000000000002,0.0,0
3195-TQDZX,3,0-12 Months,20.25,Low,61.45,Month-to-month,High Risk,0,0,1,243.0,0.0,0
3128-YOVTD,51,49+ Months,79.15,High,4018.55,Month-to-month,High Risk,2,1,1,949.8000000000001,0.0,0
0529-ONKER,15,13-24 Months,75.65,High,1146.65,Month-to-month,High Risk,1,1,1,907.8000000000001,907.8000000000001,1
1728-CXQBE,64,49+ Months,94.25,High,6081.4,Month-to-month,High Risk,4,1,1,1131.0,0.0,0
7041-TXQJH,37,25-48 Months,40.2,Medium,1478.85,Month-to-month,High Risk,2,0,1,482.40000000000003,0.0,0
5014-GSOUQ,13,13-24 Months,19.95,Low,243.65,Two year,Low Risk,0,0,0,239.39999999999998,0.0,0
5724-BIDBU,49,49+ Months,55.35,Medium,2633.95,One year,Moderate Risk,2,0,0,664.2,0.0,0
0481-SUMCB,45,25-48 Months,102.15,Very High,4735.35,One year,Moderate Risk,4,1,0,1225.8000000000002,0.0,0
1769-GRUIK,18,13-24 Months,71.1,High,1247.75,Month-to-month,High Risk,0,1,1,853.1999999999999,0.0,0
5240-IJOQT,1,0-12 Months,74.7,High,74.7,Month-to-month,High Risk,1,1,1,896.4000000000001,896.4000000000001,1
8819-WFGGJ,68,49+ Months,54.1,Medium,3794.5,Two year,Low Risk,4,0,0,649.2,0.0,0
7427-AUFPY,54,49+ Months,19.65,Low,1008.7,Two year,Low Risk,0,0,0,235.79999999999998,0.0,0
2811-POVEX,23,13-24 Months,88.45,High,2130.55,Month-to-month,High Risk,3,1,1,1061.4,0.0,0
1092-GANHU,17,13-24 Months,76.65,High,1313.55,Month-to-month,High Risk,1,1,1,919.8000000000001,919.8000000000001,1
7898-PDWQE,71,49+ Months,80.4,High,5727.15,Two year,Low Risk,6,0,0,964.8000000000001,0.0,0
9972-EWRJS,67,49+ Months,19.25,Low,1372.9,Two year,Low Risk,0,0,0,231.0,0.0,0
9314-IJWSQ,14,13-24 Months,84.8,High,1203.9,Month-to-month,High Risk,2,1,1,1017.5999999999999,0.0,0
0661-XEYAN,1,0-12 Months,25.8,Low,25.8,Month-to-month,High Risk,0,0,1,309.6,309.6,1
5799-JRCZO,63,49+ Months,19.5,Low,1215.1,Two year,Low Risk,0,0,0,234.0,0.0,0
1921-KYSAY,41,25-48 Months,68.6,Medium,2877.05,One year,Moderate Risk,4,0,0,823.1999999999999,0.0,0
6198-RTPMF,17,13-24 Months,92.6,High,1579.7,Month-to-month,High Risk,3,1,1,1111.1999999999998,0.0,0
2924-KHUVI,56,49+ Months,100.55,Very High,5514.95,One year,Moderate Risk,4,1,0,1206.6,0.0,0
1925-GMVBW,5,0-12 Months,20.55,Low,96.1,Month-to-month,High Risk,0,0,1,246.60000000000002,0.0,0
7881-EVUAD,2,0-12 Months,42.6,Medium,72.4,Month-to-month,High Risk,3,0,1,511.20000000000005,511.20000000000005,1
6184-DYUOB,3,0-12 Months,19.6,Low,55.25,Month-to-month,High Risk,0,0,1,235.20000000000002,0.0,0
9207-ZPANB,37,25-48 Months,67.45,Medium,2443.3,One year,Moderate Risk,5,0,0,809.4000000000001,0.0,0
5766-XQXMQ,29,25-48 Months,68.85,Medium,1970.5,Month-to-month,High Risk,4,0,1,826.1999999999999,826.1999999999999,1
9327-QSDED,8,0-12 Months,43.55,Medium,335.4,Month-to-month,High Risk,0,0,1,522.5999999999999,0.0,0
1656-DRSMG,63,49+ Months,109.85,Very High,7002.95,Month-to-month,High Risk,6,1,1,1318.1999999999998,0.0,0
3012-VFFMN,7,0-12 Months,20.65,Low,158.95,Month-to-month,High Risk,0,0,1,247.79999999999998,0.0,0
2984-AFWNC,3,0-12 Months,95.4,High,293.15,Month-to-month,High Risk,3,1,1,1144.8000000000002,0.0,0
0640-YJTPY,72,49+ Months,21.0,Low,1493.75,Two year,Low Risk,0,0,0,252.0,0.0,0
8096-LOIST,19,13-24 Months,56.2,Medium,1093.4,Month-to-month,High Risk,1,0,1,674.4000000000001,0.0,0
9764-REAFF,59,49+ Months,18.4,Low,1057.85,Two year,Low Risk,0,0,0,220.79999999999998,0.0,0
3703-VAVCL,2,0-12 Months,90.0,High,190.05,Month-to-month,High Risk,3,1,1,1080.0,1080.0,1
7107-UBYKY,35,25-48 Months,25.75,Low,882.55,Month-to-month,High Risk,1,0,1,309.0,0.0,0
4881-GQJTW,14,13-24 Months,19.6,Low,300.4,Month-to-month,High Risk,0,0,1,235.20000000000002,0.0,0
8519-QJGJD,14,13-24 Months,75.35,High,1025.95,Month-to-month,High Risk,1,1,1,904.1999999999999,904.1999999999999,1
7876-DNYAP,69,49+ Months,19.8,Low,1436.95,Two year,Low Risk,0,0,0,237.60000000000002,0.0,0
7905-NJMXS,7,0-12 Months,64.2,Medium,475.0,Month-to-month,High Risk,4,0,1,770.4000000000001,0.0,0
2882-WDTBA,69,49+ Months,75.75,High,5388.15,Two year,Low Risk,5,0,0,909.0,0.0,0
2091-GPPIQ,72,49+ Months,78.95,High,5730.15,Two year,Low Risk,5,0,0,947.4000000000001,0.0,0
6326-MTTXK,8,0-12 Months,100.85,Very High,819.55,Month-to-month,High Risk,4,1,1,1210.1999999999998,1210.1999999999998,1
5071-FBJFS,4,0-12 Months,50.3,Medium,217.1,Month-to-month,High Risk,1,0,1,603.5999999999999,0.0,0
2796-UUZZO,63,49+ Months,80.3,High,4896.35,Month-to-month,High Risk,2,1,1,963.5999999999999,0.0,0
2429-AYKKO,72,49+ Months,19.85,Low,1434.1,Two year,Low Risk,0,0,0,238.20000000000002,0.0,0
9798-OPFEM,46,25-48 Months,21.1,Low,937.1,Two year,Low Risk,0,0,0,253.20000000000002,0.0,0
0330-IVZHA,5,0-12 Months,69.95,Medium,330.15,Month-to-month,High Risk,0,1,1,839.4000000000001,839.4000000000001,1
3794-NFNCH,30,25-48 Months,50.0,Medium,1474.9,Month-to-month,High Risk,1,0,1,600.0,0.0,0
5193-QLVZB,63,49+ Months,104.75,Very High,6536.5,Two year,Low Risk,5,1,0,1257.0,0.0,0
7114-AEOZE,60,49+ Months,19.85,Low,1128.1,Two year,Low Risk,0,0,0,238.20000000000002,0.0,0
2886-KEFUM,63,49+ Months,107.5,Very High,6873.75,One year,Moderate Risk,5,1,0,1290.0,1290.0,1
5522-NYKPB,25,25-48 Months,85.9,High,2199.05,Month-to-month,High Risk,2,1,1,1030.8000000000002,0.0,0
4237-RLAQD,1,0-12 Months,45.85,Medium,45.85,Month-to-month,High Risk,0,0,1,550.2,550.2,1
9957-YODKZ,6,0-12 Months,80.8,High,457.1,Month-to-month,High Risk,2,1,1,969.5999999999999,0.0,0
6518-KZXCB,22,13-24 Months,25.25,Low,566.5,Two year,Low Risk,1,0,0,303.0,0.0,0
2245-ADZFJ,31,25-48 Months,80.55,High,2471.6,Two year,Low Risk,5,0,0,966.5999999999999,0.0,0
7776-QGYJC,39,25-48 Months,81.5,High,3107.3,Month-to-month,High Risk,2,1,1,978.0,0.0,0
9313-QOLTZ,26,25-48 Months,20.9,Low,518.3,Month-to-month,High Risk,0,0,1,250.79999999999998,0.0,0
9651-GTSAQ,53,49+ Months,106.1,Very High,5769.75,One year,Moderate Risk,5,1,0,1273.1999999999998,1273.1999999999998,1
3186-BAXNB,1,0-12 Months,91.7,High,91.7,Month-to-month,High Risk,3,1,1,1100.4,1100.4,1
4672-FOTSD,12,0-12 Months,67.25,Medium,832.3,Month-to-month,High Risk,4,0,1,807.0,0.0,0
0637-YLETY,16,13-24 Months,95.6,High,1555.65,Month-to-month,High Risk,4,1,1,1147.1999999999998,1147.1999999999998,1
9818-XQCUV,2,0-12 Months,20.35,Low,45.3,Month-to-month,High Risk,0,0,1,244.20000000000002,0.0,0
7338-ERIVA,39,25-48 Months,45.05,Medium,1790.6,One year,Moderate Risk,3,0,0,540.5999999999999,0.0,0
1157-BQCUW,1,0-12 Months,74.95,High,74.95,Month-to-month,High Risk,1,1,1,899.4000000000001,899.4000000000001,1
8259-NFJTV,7,0-12 Months,34.65,Low,246.6,Month-to-month,High Risk,2,0,1,415.79999999999995,0.0,0
3223-DWFIO,4,0-12 Months,69.35,Medium,261.65,Month-to-month,High Risk,0,1,1,832.1999999999999,0.0,0
2660-EMUBI,10,0-12 Months,95.35,High,898.35,Month-to-month,High Risk,3,1,1,1144.1999999999998,1144.1999999999998,1
6968-GMKPR,55,49+ Months,81.55,High,4509.5,Month-to-month,High Risk,2,1,1,978.5999999999999,0.0,0
4751-ERMAN,72,49+ Months,75.4,High,5480.25,Two year,Low Risk,4,0,0,904.8000000000001,0.0,0
1436-ZMJAN,10,0-12 Months,67.8,Medium,653.15,Month-to-month,High Risk,3,0,1,813.5999999999999,0.0,0
3292-PBZEJ,11,0-12 Months,111.4,Very High,1183.05,Month-to-month,High Risk,6,1,1,1336.8000000000002,0.0,0
0799-DDIHE,15,13-24 Months,46.3,Medium,639.45,Month-to-month,High Risk,0,0,1,555.5999999999999,0.0,0
3070-FNFZQ,23,13-24 Months,20.4,Low,478.75,Two year,Low Risk,0,0,0,244.79999999999998,0.0,0
2812-SFXMJ,1,0-12 Months,20.05,Low,20.05,Month-to-month,High Risk,0,0,1,240.60000000000002,0.0,0
7675-OZCZG,3,0-12 Months,45.0,Medium,127.1,Month-to-month,High Risk,0,0,1,540.0,540.0,1
5014-WUQMG,47,25-48 Months,96.1,High,4391.45,One year,Moderate Risk,4,1,0,1153.1999999999998,0.0,0
5312-TSZVC,15,13-24 Months,19.65,Low,270.6,One year,Moderate Risk,0,0,0,235.79999999999998,0.0,0
2003-CKLOR,66,49+ Months,99.5,High,6710.5,Month-to-month,High Risk,4,1,1,1194.0,1194.0,1
0993-OSGPT,68,49+ Months,60.65,Medium,3975.9,One year,Moderate Risk,3,0,0,727.8,0.0,0
9254-RBFON,17,13-24 Months,98.6,High,1704.95,One year,Moderate Risk,4,1,0,1183.1999999999998,1183.1999999999998,1
1205-WNWPJ,7,0-12 Months,59.5,Medium,415.95,Month-to-month,High Risk,2,0,1,714.0,714.0,1
9391-EOYLI,12,0-12 Months,80.45,High,950.2,Month-to-month,High Risk,1,1,1,965.4000000000001,965.4000000000001,1
7108-DGVUU,21,13-24 Months,71.7,High,1497.05,One year,Moderate Risk,4,0,0,860.4000000000001,0.0,0
2782-JEEBU,21,13-24 Months,36.0,Medium,780.15,Month-to-month,High Risk,2,0,1,432.0,0.0,0
5127-BZENZ,56,49+ Months,65.2,Medium,3512.15,One year,Moderate Risk,3,0,0,782.4000000000001,0.0,0
2720-FVBQP,6,0-12 Months,48.95,Medium,273.25,Month-to-month,High Risk,1,0,1,587.4000000000001,0.0,0
9906-NHHVC,65,49+ Months,53.5,Medium,3517.9,Two year,Low Risk,4,0,0,642.0,0.0,0
4522-XRWWI,42,25-48 Months,80.45,High,3375.9,One year,Moderate Risk,5,0,0,965.4000000000001,0.0,0
3766-EJLFL,68,49+ Months,109.05,Very High,7508.55,Two year,Low Risk,6,1,0,1308.6,0.0,0
5939-SXWHM,48,25-48 Months,26.3,Low,1245.05,Two year,Low Risk,1,0,0,315.6,0.0,0
8152-UOBNY,50,49+ Months,106.8,Very High,5347.95,One year,Moderate Risk,5,1,0,1281.6,0.0,0
7351-KYHQH,7,0-12 Months,64.95,Medium,493.65,Month-to-month,High Risk,3,0,1,779.4000000000001,0.0,0
7643-RCHXS,63,49+ Months,19.35,Low,1263.85,Two year,Low Risk,0,0,0,232.20000000000002,0.0,0
8246-SHFGA,17,13-24 Months,21.1,Low,385.55,Month-to-month,High Risk,0,0,1,253.20000000000002,0.0,0
8387-MOJJT,42,25-48 Months,77.95,High,3384.0,Month-to-month,High Risk,1,1,1,935.4000000000001,935.4000000000001,1
0620-XEFWH,4,0-12 Months,18.85,Low,84.2,Month-to-month,High Risk,0,0,1,226.20000000000002,0.0,0
6485-QXWWE,62,49+ Months,26.0,Low,1638.7,Two year,Low Risk,1,0,0,312.0,0.0,0
2761-OCIAX,2,0-12 Months,74.7,High,165.4,Month-to-month,High Risk,1,1,1,896.4000000000001,896.4000000000001,1
7321-VGNKU,2,0-12 Months,70.35,High,120.25,Month-to-month,High Risk,0,1,1,844.1999999999999,0.0,0
5327-CNLUQ,48,25-48 Months,96.9,High,4473.45,Two year,Low Risk,5,1,0,1162.8000000000002,0.0,0
7552-KEYGT,27,25-48 Months,19.55,Low,520.55,Two year,Low Risk,0,0,0,234.60000000000002,0.0,0
5816-JMLGY,70,49+ Months,80.4,High,5717.85,Two year,Low Risk,5,0,0,964.8000000000001,0.0,0
3068-OMWZA,1,0-12 Months,88.8,High,88.8,Month-to-month,High Risk,3,1,1,1065.6,1065.6,1
2927-QRRQV,46,25-48 Months,94.65,High,4312.5,One year,Moderate Risk,4,1,0,1135.8000000000002,0.0,0
6032-KRXXO,30,25-48 Months,90.25,High,2755.35,Month-to-month,High Risk,2,1,1,1083.0,1083.0,1
7459-RRWQZ,15,13-24 Months,64.65,Medium,994.55,Month-to-month,High Risk,3,0,1,775.8000000000001,775.8000000000001,1
6265-SXWBU,69,49+ Months,95.75,High,6511.25,One year,Moderate Risk,4,1,0,1149.0,0.0,0
7941-RCJOW,65,49+ Months,19.55,Low,1218.65,Two year,Low Risk,0,0,0,234.60000000000002,0.0,0
6374-NTQLP,72,49+ Months,104.1,Very High,7447.7,Two year,Low Risk,5,1,0,1249.1999999999998,0.0,0
4154-AQUGT,13,13-24 Months,89.05,High,1169.35,Month-to-month,High Risk,3,1,1,1068.6,1068.6,1
2387-KDZQY,17,13-24 Months,20.1,Low,279.5,One year,Moderate Risk,0,0,0,241.20000000000002,0.0,0
3584-WKTTW,51,49+ Months,111.55,Very High,5720.35,One year,Moderate Risk,6,1,0,1338.6,0.0,0
3399-BMLVW,51,49+ Months,60.5,Medium,3121.45,Two year,Low Risk,3,0,0,726.0,0.0,0
1971-DTCZB,72,49+ Months,90.95,High,6468.6,Two year,Low Risk,7,0,0,1091.4,0.0,0
3092-IGHWF,67,49+ Months,87.4,High,5918.8,One year,Moderate Risk,3,1,0,1048.8000000000002,1048.8000000000002,1
3374-PZLXD,34,25-48 Months,19.7,Low,675.6,Month-to-month,High Risk,0,0,1,236.39999999999998,0.0,0
3813-DHBBB,67,49+ Months,50.95,Medium,3521.7,Two year,Low Risk,4,0,0,611.4000000000001,0.0,0
2812-REYAT,49,49+ Months,20.05,Low,923.1,One year,Moderate Risk,0,0,0,240.60000000000002,0.0,0
6518-PPLMZ,53,49+ Months,19.4,Low,1110.35,Two year,Low Risk,0,0,0,232.79999999999998,0.0,0
4939-KYYPY,27,25-48 Months,59.45,Medium,1611.65,Month-to-month,High Risk,3,0,1,713.4000000000001,0.0,0
8017-LXHFA,23,13-24 Months,94.75,High,2293.6,Month-to-month,High Risk,3,1,1,1137.0,1137.0,1
5930-GBIWP,69,49+ Months,81.5,High,5553.25,Two year,Low Risk,6,0,0,978.0,0.0,0
6022-KOUQO,2,0-12 Months,29.05,Low,44.75,Month-to-month,High Risk,1,0,1,348.6,0.0,0
6352-TWCAU,35,25-48 Months,86.45,High,3029.1,Month-to-month,High Risk,2,1,1,1037.4,1037.4,1
2361-UPSND,46,25-48 Months,70.6,High,3231.05,One year,Moderate Risk,4,0,0,847.1999999999999,0.0,0
6035-RIIOM,54,49+ Months,97.2,High,5129.45,Two year,Low Risk,4,1,0,1166.4,0.0,0
2929-QNSRW,56,49+ Months,98.25,High,5508.35,One year,Moderate Risk,4,1,0,1179.0,1179.0,1
1262-OPMFY,9,0-12 Months,75.75,High,655.9,Month-to-month,High Risk,1,1,1,909.0,909.0,1
9504-DSHWM,20,13-24 Months,59.2,Medium,1191.2,Month-to-month,High Risk,3,0,1,710.4000000000001,0.0,0
5035-BVCXS,11,0-12 Months,75.9,High,866.4,Month-to-month,High Risk,1,1,1,910.8000000000001,0.0,0
6267-DCFFZ,30,25-48 Months,90.05,High,2627.2,Month-to-month,High Risk,3,1,1,1080.6,0.0,0
3533-UVMOM,68,49+ Months,70.95,High,4741.45,Two year,Low Risk,4,0,0,851.4000000000001,0.0,0
2439-LYPMQ,38,25-48 Months,102.6,Very High,4009.2,Month-to-month,High Risk,5,1,1,1231.1999999999998,0.0,0
4248-QPAVC,17,13-24 Months,85.35,High,1463.45,Month-to-month,High Risk,3,1,1,1024.1999999999998,1024.1999999999998,1
1899-VXWXM,48,25-48 Months,106.1,Very High,5082.8,One year,Moderate Risk,5,1,0,1273.1999999999998,1273.1999999999998,1
1478-VPOAD,1,0-12 Months,43.8,Medium,43.8,Month-to-month,High Risk,0,0,1,525.5999999999999,0.0,0
9995-HOTOH,63,49+ Months,59.0,Medium,3707.6,Two year,Low Risk,5,0,0,708.0,0.0,0
2988-PLAHS,3,0-12 Months,69.95,Medium,220.45,One year,Moderate Risk,3,0,0,839.4000000000001,0.0,0
1371-OJCEK,48,25-48 Months,24.35,Low,1133.7,One year,Moderate Risk,1,0,0,292.20000000000005,0.0,0
4999-IEZLT,66,49+ Months,29.45,Low,1983.15,One year,Moderate Risk,1,0,0,353.4,0.0,0
8883-ANODQ,68,49+ Months,84.4,High,5746.75,Two year,Low Risk,3,1,0,1012.8000000000001,0.0,0
4690-LLKUA,17,13-24 Months,45.05,Medium,770.6,Month-to-month,High Risk,0,0,1,540.5999999999999,540.5999999999999,1
2351-RRBUE,7,0-12 Months,20.65,Low,134.05,One year,Moderate Risk,0,0,0,247.79999999999998,0.0,0
5980-BDHPY,72,49+ Months,87.1,High,6230.1,Two year,Low Risk,7,0,0,1045.1999999999998,0.0,0
1498-DQNRX,29,25-48 Months,19.85,Low,573.05,Month-to-month,High Risk,0,0,1,238.20000000000002,0.0,0
9469-WEJBT,37,25-48 Months,90.35,High,3419.3,Month-to-month,High Risk,3,1,1,1084.1999999999998,0.0,0
3331-HQDTW,34,25-48 Months,109.8,Very High,3587.25,Month-to-month,High Risk,6,1,1,1317.6,1317.6,1
9490-DFPMD,42,25-48 Months,84.65,High,3541.35,Month-to-month,High Risk,2,1,1,1015.8000000000001,1015.8000000000001,1
2581-VKIRT,59,49+ Months,65.5,Medium,3801.3,One year,Moderate Risk,4,0,0,786.0,0.0,0
5442-XSDCW,11,0-12 Months,79.5,High,868.5,Month-to-month,High Risk,1,1,1,954.0,954.0,1
7426-WEIJX,60,49+ Months,80.95,High,4859.1,Month-to-month,High Risk,2,1,1,971.4000000000001,0.0,0
2851-MMUTZ,27,25-48 Months,56.15,Medium,1439.35,Month-to-month,High Risk,2,0,1,673.8,0.0,0
3049-NDXFL,1,0-12 Months,85.8,High,85.8,Month-to-month,High Risk,2,1,1,1029.6,1029.6,1
8580-AECUZ,1,0-12 Months,79.1,High,79.1,Month-to-month,High Risk,1,1,1,949.1999999999999,949.1999999999999,1
3307-TLCUD,17,13-24 Months,34.4,Low,592.75,Month-to-month,High Risk,2,0,1,412.79999999999995,0.0,0
6625-FLENO,58,49+ Months,20.75,Low,1185.95,Two year,Low Risk,0,0,0,249.0,0.0,0
2967-MXRAV,1,0-12 Months,18.8,Low,18.8,One year,Moderate Risk,0,0,0,225.60000000000002,0.0,0
