customerID,Contract,tenure,MonthlyCharges,estimated_annual_revenue,predicted_churn_probability,predicted_risk_band,predicted_revenue_at_risk,retention_priority_score,priority_tier,customer_value_band,recommended_offer_type,retention_action
2845-AFFTX,Month-to-month,41,99.8,1197.6,0.6697574581485758,High,802.1,802.1,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5644-PDMZC,Month-to-month,2,89.5,1074.0,0.7459922926996995,High,801.2,801.2,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2034-CGRHZ,Month-to-month,24,102.95,1235.4,0.648439067175135,High,801.08,801.08,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2952-QAYZF,Month-to-month,5,85.3,1023.6,0.7819167375805169,Critical,800.37,800.37,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
6618-RYATB,Month-to-month,1,79.55,954.6,0.8370472506204575,Critical,799.05,799.05,P1,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
8945-GRKHX,Month-to-month,1,78.65,943.8,0.8451501508026883,Critical,797.65,797.65,P1,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
3737-GCSPV,Month-to-month,11,96.2,1154.4,0.6908672761480893,High,797.54,797.54,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7825-ECJRF,Month-to-month,19,106.6,1279.1999999999998,0.6233151019930165,High,797.34,797.34,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2472-OVKUP,Month-to-month,6,91.0,1092.0,0.7301069494624993,High,797.28,797.28,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7969-AULMZ,Month-to-month,21,97.35,1168.1999999999998,0.6824123484508708,High,797.19,797.19,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5383-MMTWC,Month-to-month,8,84.0,1008.0,0.7900185672139879,Critical,796.34,796.34,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
9885-CSMWE,Month-to-month,1,78.45,941.4,0.8456202854894604,Critical,796.07,796.07,P1,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
6892-XPFPU,Month-to-month,24,104.25,1251.0,0.6363017408221044,High,796.01,796.01,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7488-MXJIV,Month-to-month,4,85.65,1027.8000000000002,0.7740821467615421,Critical,795.6,795.6,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
9809-IMGCQ,Month-to-month,22,96.7,1160.4,0.685594378439123,High,795.56,795.56,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4614-NUVZD,Month-to-month,1,81.1,973.2,0.8157452712445777,Critical,793.88,793.88,P1,Medium Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
9547-ITEFG,Month-to-month,9,102.6,1231.1999999999998,0.6446705569230443,High,793.72,793.72,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8058-JMEQO,Month-to-month,9,84.45,1013.4,0.783213013378184,Critical,793.71,793.71,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
3318-NMQXL,Month-to-month,3,92.0,1104.0,0.7187251009024558,High,793.47,793.47,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
6894-LFHLY,Month-to-month,1,75.75,909.0,0.8728220249123462,Critical,793.4,793.4,P1,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
3934-HXCFZ,Month-to-month,23,99.25,1191.0,0.6654800910487388,High,792.59,792.59,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2867-UIMSS,Month-to-month,1,80.5,966.0,0.8203087095702557,Critical,792.42,792.42,P1,Medium Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
6502-HCJTI,Month-to-month,7,94.7,1136.4,0.6972712428844273,High,792.38,792.38,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
9851-QXEEQ,Month-to-month,41,104.7,1256.4,0.6301409952944168,High,791.71,791.71,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7228-OMTPN,Month-to-month,4,88.45,1061.4,0.7459038514502514,High,791.7,791.7,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
0742-NXBGR,Month-to-month,1,82.3,987.6,0.8016263602712693,Critical,791.69,791.69,P1,Medium Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
5919-TMRGD,Month-to-month,1,79.35,952.2,0.8312622644867328,Critical,791.53,791.53,P1,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
1866-RZZQS,Month-to-month,41,98.4,1180.8000000000002,0.6701322857217573,High,791.29,791.29,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
0345-HKJVM,Month-to-month,6,89.3,1071.6,0.7384172612289092,High,791.29,791.29,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7892-POOKP,Month-to-month,28,104.8,1257.6,0.6290566295280754,High,791.1,791.1,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2074-GKOWZ,Month-to-month,2,89.55,1074.6,0.7361101722858611,High,791.02,791.02,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
6372-RFVNS,Month-to-month,1,78.8,945.6,0.8363772902036645,Critical,790.88,790.88,P1,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
9094-AZPHK,Month-to-month,15,100.15,1201.8000000000002,0.6578981972127067,High,790.66,790.66,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
9846-GKXAS,Month-to-month,9,90.8,1089.6,0.7252748715534203,High,790.26,790.26,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
6457-USBER,Month-to-month,1,80.8,969.6,0.8147677119948619,Critical,790.0,790.0,P1,Medium Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
3320-VEOYC,Month-to-month,14,95.6,1147.1999999999998,0.6886282257567302,High,789.99,789.99,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
3338-CVVEH,Month-to-month,12,94.55,1134.6,0.696089577171998,High,789.78,789.78,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2249-YPRNG,Month-to-month,20,105.85,1270.1999999999998,0.6213588485681655,High,789.25,789.25,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2205-YMZZJ,Month-to-month,7,84.8,1017.6,0.7752961473470071,Critical,788.94,788.94,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
4847-TAJYI,Month-to-month,6,89.35,1072.1999999999998,0.7353228035327629,High,788.41,788.41,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2777-PHDEI,Month-to-month,1,78.05,936.6,0.8415052556835685,Critical,788.15,788.15,P1,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
3565-UNOCC,Month-to-month,29,99.05,1188.6,0.6630453369456807,High,788.1,788.1,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
3834-XUIFC,Month-to-month,7,85.2,1022.4,0.7701822642059177,Critical,787.43,787.43,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
2609-IAICY,Month-to-month,1,77.15,925.8,0.8488198319569645,Critical,785.84,785.84,P1,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
6432-TWQLB,Month-to-month,5,85.4,1024.8000000000002,0.7663364021068643,Critical,785.34,785.34,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
7398-SKNQZ,Month-to-month,3,94.9,1138.8000000000002,0.6893500071253917,High,785.03,785.03,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2642-DTVCO,Month-to-month,9,85.05,1020.6,0.7691551565973582,Critical,785.0,785.0,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
9601-BRXPO,Month-to-month,25,104.95,1259.4,0.6232727100880501,High,784.95,784.95,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7142-HVGBG,Month-to-month,43,103.0,1236.0,0.6346502897664906,High,784.43,784.43,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7314-OXENN,Month-to-month,2,82.0,984.0,0.7968616470890678,Critical,784.11,784.11,P1,Medium Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
6215-NQCPY,Month-to-month,15,99.7,1196.4,0.6551646494030395,High,783.84,783.84,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
0137-OCGAB,Month-to-month,1,80.2,962.4,0.8144225693661792,Critical,783.8,783.8,P1,Medium Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
2013-SGDXK,Month-to-month,1,84.3,1011.6,0.7713608162291721,Critical,780.31,780.31,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
8739-XNIKG,Month-to-month,5,84.0,1008.0,0.7734022321491748,Critical,779.59,779.59,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
1941-HOSAM,Month-to-month,1,90.1,1081.1999999999998,0.7197559234535535,High,778.2,778.2,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1658-BYGOY,Month-to-month,18,95.45,1145.4,0.6785824441964157,High,777.25,777.25,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5168-MSWXT,Month-to-month,8,94.75,1137.0,0.6832656899573817,High,776.87,776.87,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4433-JCGCG,Month-to-month,46,101.0,1212.0,0.6409537406693625,High,776.84,776.84,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1393-IMKZG,Month-to-month,1,95.85,1150.1999999999998,0.6746741167445827,High,776.01,776.01,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
9965-YOKZB,Month-to-month,9,83.85,1006.2,0.7705343295964729,Critical,775.31,775.31,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
8087-LGYHQ,Month-to-month,9,94.05,1128.6,0.6868942882653637,High,775.23,775.23,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7394-FKDNK,Month-to-month,9,89.45,1073.4,0.7221821232681469,High,775.19,775.19,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
9763-PDTKK,Month-to-month,4,94.4,1132.8000000000002,0.6830001365838038,High,773.7,773.7,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5449-FIBXJ,Month-to-month,19,103.3,1239.6,0.6240775115344783,High,773.61,773.61,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5655-JSMZM,Month-to-month,49,96.2,1154.4,0.6700788637311041,High,773.54,773.54,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5760-IFJOZ,Month-to-month,3,107.95,1295.4,0.5963443768671554,High,772.5,772.5,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7599-FKVXZ,Month-to-month,42,106.15,1273.8000000000002,0.6064452246767928,High,772.49,772.49,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
3393-FMZPV,Month-to-month,25,100.25,1203.0,0.6421006573420874,High,772.45,772.45,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5229-PRWKT,Month-to-month,8,86.55,1038.6,0.7434251531745226,High,772.12,772.12,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4988-IQIGL,Month-to-month,1,75.35,904.2,0.8539221043810111,Critical,772.12,772.12,P1,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
4143-OOBWZ,Month-to-month,5,81.3,975.6,0.7912684991414969,Critical,771.96,771.96,P1,Medium Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
5240-IJOQT,Month-to-month,1,74.7,896.4000000000001,0.8609341293310987,Critical,771.74,771.74,P1,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
4273-MBHYA,Month-to-month,1,89.35,1072.1999999999998,0.7193315344602429,High,771.27,771.27,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4102-OQUPX,Month-to-month,1,74.4,892.8000000000001,0.8634561193169621,Critical,770.89,770.89,P1,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
0195-IESCP,Month-to-month,10,85.25,1023.0,0.7533766929360591,Critical,770.7,770.7,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
0337-CNPZE,Month-to-month,41,106.3,1275.6,0.603685528931289,High,770.06,770.06,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1448-PWKYE,Month-to-month,1,80.0,960.0,0.8013986691982282,Critical,769.34,769.34,P1,Medium Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
4735-ASGMA,Month-to-month,26,98.35,1180.1999999999998,0.6518435775529435,High,769.31,769.31,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
0723-DRCLG,Month-to-month,1,74.45,893.4000000000001,0.8600043832588917,Critical,768.33,768.33,P1,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
6015-VVHHE,Month-to-month,5,83.15,997.8,0.7698518915799993,Critical,768.16,768.16,P1,Medium Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
5275-SQEIZ,Month-to-month,1,80.85,970.2,0.7915629762431687,Critical,767.97,767.97,P1,Medium Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
4929-XIHVW,Month-to-month,2,95.5,1146.0,0.669894889267279,High,767.7,767.7,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8374-XGEJJ,Month-to-month,43,101.0,1212.0,0.6333488913626957,High,767.62,767.62,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8634-MPHTR,Month-to-month,47,100.05,1200.6,0.638266189167158,High,766.3,766.3,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
3551-HUAZH,Month-to-month,1,74.4,892.8000000000001,0.8582471878737887,Critical,766.24,766.24,P1,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
6275-YDUVO,Month-to-month,2,86.2,1034.4,0.7406676491958276,High,766.15,766.15,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1723-HKXJQ,Month-to-month,42,101.75,1221.0,0.6272108542245822,High,765.82,765.82,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
0772-GYEQQ,Month-to-month,3,88.35,1060.1999999999998,0.7219645780057242,High,765.43,765.43,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
9507-EXLTT,Month-to-month,1,79.35,952.2,0.8037184431438056,Critical,765.3,765.3,P1,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
7439-DKZTW,Month-to-month,1,80.55,966.6,0.7914493439127811,Critical,765.01,765.01,P1,Medium Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
7218-HKQFK,Month-to-month,2,94.2,1130.4,0.6767413234318453,High,764.99,764.99,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8844-TONUD,Month-to-month,13,96.65,1159.8000000000002,0.6583709877125344,High,763.58,763.58,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2254-DLXRI,Month-to-month,1,79.15,949.8,0.8035817285539241,Critical,763.24,763.24,P1,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
6630-UJZMY,Month-to-month,4,83.25,999.0,0.7635098958744865,Critical,762.75,762.75,P1,Medium Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
9658-WYUFB,Month-to-month,17,94.4,1132.8000000000002,0.6732688816675525,High,762.68,762.68,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5995-SNNEW,Month-to-month,23,104.45,1253.4,0.6078354416865396,High,761.86,761.86,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4391-RESHN,Month-to-month,23,104.05,1248.6,0.6100000182921622,High,761.65,761.65,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4598-XLKNJ,Month-to-month,25,98.5,1182.0,0.6439390407356509,High,761.14,761.14,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
0654-HMSHN,Month-to-month,21,104.4,1252.8000000000002,0.6075313890494719,High,761.12,761.12,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
9611-CTWIH,Month-to-month,3,89.45,1073.4,0.708874096957175,High,760.91,760.91,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
3757-NJYBX,Month-to-month,32,106.35,1276.1999999999998,0.5961952153003309,High,760.86,760.86,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
0318-QUUOB,Month-to-month,1,80.55,966.6,0.7868618890763106,Critical,760.58,760.58,P1,Medium Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
0334-GDDSO,Month-to-month,3,81.35,976.2,0.7774823734297078,Critical,758.98,758.98,P1,Medium Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
9600-NAXZN,Month-to-month,43,101.4,1216.8000000000002,0.6235578190084328,High,758.75,758.75,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
0952-KMEEH,Month-to-month,13,98.15,1177.8000000000002,0.6442018925405345,High,758.74,758.74,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8999-BOHSE,Month-to-month,11,89.7,1076.4,0.7042022023849808,High,758.0,758.0,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5834-ASPWA,Month-to-month,1,75.45,905.4,0.8363788849102759,Critical,757.26,757.26,P1,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
2357-COQEK,Month-to-month,28,103.3,1239.6,0.6102747454580338,High,756.5,756.5,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8313-NDOIA,Month-to-month,24,104.15,1249.8000000000002,0.6050905580566197,High,756.24,756.24,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
6029-WTIPC,Month-to-month,37,101.1,1213.1999999999998,0.6230855786394567,High,755.93,755.93,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
3663-MITLP,Month-to-month,15,101.25,1215.0,0.6213464903678093,High,754.94,754.94,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
6358-LYNGM,Month-to-month,1,74.9,898.8000000000001,0.839685068633689,Critical,754.71,754.71,P1,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
9787-XVQIU,Month-to-month,1,75.3,903.6,0.8350272644045673,Critical,754.53,754.53,P1,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
5502-RLUYV,Month-to-month,69,103.95,1247.4,0.6046242966861775,High,754.21,754.21,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1157-BQCUW,Month-to-month,1,74.95,899.4000000000001,0.8369958134444336,Critical,752.79,752.79,P1,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
4112-LUEIZ,Month-to-month,10,89.5,1074.0,0.6999955516232093,High,751.8,751.8,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4289-DTDKW,Month-to-month,40,101.3,1215.6,0.6181714202518531,High,751.45,751.45,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8931-GJJIQ,Month-to-month,9,83.3,999.6,0.7516662216089662,Critical,751.37,751.37,P1,Medium Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
0220-EBGCE,Month-to-month,2,85.85,1030.1999999999998,0.7288810117353403,High,750.89,750.89,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5956-YHHRX,Month-to-month,21,104.35,1252.1999999999998,0.5991933989344538,High,750.31,750.31,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
3106-ULWFW,Month-to-month,8,85.2,1022.4,0.7332131465816452,High,749.64,749.64,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7249-WBIYX,Month-to-month,10,85.6,1027.1999999999998,0.7296624089226094,High,749.51,749.51,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
6960-HVYXR,Month-to-month,1,76.0,912.0,0.8214948694402906,Critical,749.2,749.2,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
7028-DVOIQ,Month-to-month,35,99.05,1188.6,0.6300732660032103,High,748.91,748.91,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1751-NCDLI,Month-to-month,46,98.85,1186.1999999999998,0.6310051326329178,High,748.5,748.5,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7480-QNVZJ,Month-to-month,50,95.7,1148.4,0.6516395661094662,High,748.34,748.34,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8481-YYXWG,Month-to-month,5,89.35,1072.1999999999998,0.697656043136152,High,748.03,748.03,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
9851-KIELU,Month-to-month,10,110.1,1321.1999999999998,0.5659830158421645,High,747.78,747.78,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4415-IJZTP,Month-to-month,1,74.5,894.0,0.8364177443232864,Critical,747.76,747.76,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
8413-VONUO,Month-to-month,2,95.65,1147.8000000000002,0.6507830601276197,High,746.97,746.97,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1195-OIYEJ,Month-to-month,13,91.1,1093.1999999999998,0.6832378119793568,High,746.92,746.92,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7665-TOALD,Month-to-month,1,69.6,835.1999999999999,0.8935694123012575,Critical,746.31,746.31,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
3727-RJMEO,Month-to-month,6,82.85,994.2,0.7505783629456279,Critical,746.23,746.23,P2,Medium Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
2025-JKFWI,Month-to-month,13,99.0,1188.0,0.6277869378667029,High,745.81,745.81,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
6086-ESGRL,Month-to-month,1,80.15,961.8,0.7753336635156453,Critical,745.72,745.72,P2,Medium Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
4871-JTKJF,Month-to-month,1,69.65,835.8000000000001,0.8921545763664386,Critical,745.66,745.66,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
6646-VRFOL,Month-to-month,53,103.85,1246.1999999999998,0.5981307805840634,High,745.39,745.39,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4439-JMPMT,Month-to-month,5,85.75,1029.0,0.7243619700119859,High,745.37,745.37,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1833-VGRUM,Month-to-month,1,74.2,890.4000000000001,0.8368728264328202,Critical,745.15,745.15,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
0236-HFWSV,Month-to-month,15,93.35,1120.1999999999998,0.6651491277004633,High,745.1,745.1,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1565-RHDJD,Month-to-month,4,84.05,1008.6,0.7385628598829106,High,744.91,744.91,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2691-NZETQ,Month-to-month,9,85.35,1024.1999999999998,0.7272850559118,High,744.89,744.89,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2665-NPTGL,Month-to-month,26,98.1,1177.1999999999998,0.6326852895132942,High,744.8,744.8,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
3276-HDUEG,Month-to-month,1,75.05,900.5999999999999,0.8268539841978308,Critical,744.66,744.66,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
8375-DKEBR,Month-to-month,1,69.6,835.1999999999999,0.8910434652553275,Critical,744.2,744.2,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
2636-ALXXZ,Month-to-month,1,69.6,835.1999999999999,0.8910434652553275,Critical,744.2,744.2,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
7952-OBOYL,Month-to-month,3,89.85,1078.1999999999998,0.6899808765752053,High,743.94,743.94,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
3703-VAVCL,Month-to-month,2,90.0,1080.0,0.6884102755452887,High,743.48,743.48,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1452-VOQCH,Month-to-month,1,75.1,901.2,0.8248767632901417,Critical,743.38,743.38,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
2439-LYPMQ,Month-to-month,38,102.6,1231.1999999999998,0.6031843437861569,High,742.64,742.64,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7994-UYIVZ,Month-to-month,8,85.65,1027.8000000000002,0.7225143491298562,High,742.6,742.6,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4285-GYRQC,Month-to-month,7,86.25,1035.0,0.7172007947058047,High,742.3,742.3,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7254-IQWOZ,Month-to-month,1,69.65,835.8000000000001,0.8878527315762889,Critical,742.07,742.07,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
0488-GSLFR,Month-to-month,1,69.5,834.0,0.889619066358077,Critical,741.94,741.94,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
4290-BSXUX,Month-to-month,3,79.65,955.8,0.7761800558738607,Critical,741.87,741.87,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
1342-JPNKI,Month-to-month,10,86.05,1032.6,0.7184300727662031,High,741.85,741.85,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
9290-SHCMB,Month-to-month,13,96.85,1162.1999999999998,0.6381162280351392,High,741.62,741.62,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
6502-MJQAE,Month-to-month,1,69.6,835.1999999999999,0.8878527315762889,Critical,741.53,741.53,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
8816-VXNZD,Month-to-month,1,75.1,901.2,0.8228114010483855,Critical,741.52,741.52,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
4713-LZDRV,Month-to-month,2,79.6,955.2,0.7758297207054676,Critical,741.07,741.07,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
4795-KTRTH,Month-to-month,5,81.0,972.0,0.7617802277820832,Critical,740.45,740.45,P2,Medium Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
8062-YBDOE,Month-to-month,1,69.65,835.8000000000001,0.8850019856679652,Critical,739.68,739.68,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
4550-EVXNY,Month-to-month,1,69.65,835.8000000000001,0.8844180575604164,Critical,739.2,739.2,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
