customerID,Contract,tenure,MonthlyCharges,estimated_annual_revenue,predicted_churn_probability,predicted_risk_band,predicted_revenue_at_risk,retention_priority_score,priority_tier,customer_value_band,recommended_offer_type,retention_action
1895-QTKDO,Month-to-month,1,43.95,527.4000000000001,0.4337208817565071,Moderate,228.74,228.74,P3,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
2038-OEQZH,Month-to-month,4,86.05,1032.6,0.5978696836174268,High,617.36,617.36,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1178-PZGAB,One year,19,20.25,243.0,0.0214456612526176,Low,5.21,5.21,P4,Standard Value,No immediate offer,Monitor only
7927-AUXBZ,Month-to-month,30,85.15,1021.8,0.4509860768962875,Moderate,460.82,460.82,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
2626-VEEWG,Two year,67,19.4,232.8,0.008422191091318,Low,1.96,1.96,P4,Standard Value,No immediate offer,Monitor only
2878-RMWXY,Two year,72,102.65,1231.8000000000002,0.0355761615174297,Low,43.82,43.82,P4,High Value,No immediate offer,Monitor only
1657-DYMBM,Two year,53,19.9,238.8,0.0089848524259553,Low,2.15,2.15,P4,Standard Value,No immediate offer,Monitor only
7311-MQJCH,One year,5,19.55,234.6,0.0443545571453048,Low,10.41,10.41,P4,Standard Value,No immediate offer,Monitor only
7375-WMVMT,Two year,71,95.5,1146.0,0.0657404883237044,Low,75.34,75.34,P4,High Value,No immediate offer,Monitor only
1136-XGEQU,One year,50,84.15,1009.8,0.1026608894227691,Low,103.67,103.67,P4,High Value,No immediate offer,Monitor only
2530-FMFXO,Two year,56,103.2,1238.4,0.1279345879365369,Low,158.43,158.43,P3,High Value,No immediate offer,Monitor only
6844-DZKRF,Month-to-month,2,50.2,602.4000000000001,0.3756399792206586,Moderate,226.29,226.29,P3,Medium Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
4695-WJZUE,Month-to-month,2,88.55,1062.6,0.846232157269772,Critical,899.21,899.21,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
7619-ODSGN,Month-to-month,24,54.75,657.0,0.2864136355766658,Moderate,188.17,188.17,P3,Medium Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
5970-GHJAW,Two year,46,19.95,239.4,0.0012599649485196,Low,0.3,0.3,P4,Standard Value,No immediate offer,Monitor only
8879-XUAHX,Two year,71,116.25,1395.0,0.025124281568061,Low,35.05,35.05,P4,High Value,No immediate offer,Monitor only
3689-MOZGR,Month-to-month,29,31.2,374.4,0.2322762530254008,Low,86.96,86.96,P4,Standard Value,No immediate offer,Monitor only
4195-PNGZS,Two year,69,24.45,293.4,0.0013278368496304,Low,0.39,0.39,P4,Standard Value,No immediate offer,Monitor only
5003-XZWWO,Two year,71,84.2,1010.4,0.0026634179418013,Low,2.69,2.69,P4,High Value,No immediate offer,Monitor only
3988-RQIXO,Month-to-month,1,91.3,1095.6,0.8499325837414909,Critical,931.19,931.19,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
7622-FWGEW,Two year,56,85.65,1027.8000000000002,0.0363390282445401,Low,37.35,37.35,P4,High Value,No immediate offer,Monitor only
6922-NCEDI,One year,56,21.2,254.4,0.0206160544894631,Low,5.24,5.24,P4,Standard Value,No immediate offer,Monitor only
2514-GINMM,Month-to-month,1,79.5,954.0,0.852995456183453,Critical,813.76,813.76,P1,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
9891-NQDBD,One year,28,25.55,306.6,0.0325601803414086,Low,9.98,9.98,P4,Standard Value,No immediate offer,Monitor only
6131-IUNXN,Month-to-month,19,20.2,242.4,0.0599539370778286,Low,14.53,14.53,P4,Standard Value,No immediate offer,Monitor only
8548-AWOFC,Month-to-month,66,63.85,766.2,0.1122154315741298,Low,85.98,85.98,P4,Medium Value,No immediate offer,Monitor only
9798-DRYDS,One year,17,61.95,743.4000000000001,0.1214332343028701,Low,90.27,90.27,P4,Medium Value,No immediate offer,Monitor only
8532-UEFWH,Two year,52,25.75,309.0,0.0108048454259849,Low,3.34,3.34,P4,Standard Value,No immediate offer,Monitor only
6296-DDOOR,One year,19,58.2,698.4000000000001,0.0940817517019967,Low,65.71,65.71,P4,Medium Value,No immediate offer,Monitor only
7951-VRDVK,One year,36,85.85,1030.1999999999998,0.1749922291129615,Low,180.28,180.28,P3,High Value,No immediate offer,Monitor only
5931-FLJJF,Month-to-month,7,70.1,841.1999999999999,0.5888278446820461,High,495.32,495.32,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
4815-YOSUK,One year,72,104.9,1258.8000000000002,0.0968956534195815,Low,121.97,121.97,P4,High Value,No immediate offer,Monitor only
2659-VXMWZ,One year,67,111.3,1335.6,0.1500469799945166,Low,200.4,200.4,P3,High Value,No immediate offer,Monitor only
0380-NEAVX,One year,34,99.85,1198.1999999999998,0.206515760780507,Low,247.45,247.45,P3,High Value,No immediate offer,Monitor only
3207-OYBWH,Month-to-month,57,95.25,1143.0,0.2109907128758389,Low,241.16,241.16,P3,High Value,No immediate offer,Monitor only
4285-GYRQC,Month-to-month,7,86.25,1035.0,0.7172007947058047,High,742.3,742.3,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7216-EWTRS,Month-to-month,1,100.8,1209.6,0.9104832256077534,Critical,1101.32,1101.32,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
4365-MSDYN,Month-to-month,8,19.55,234.6,0.1004744705816788,Low,23.57,23.57,P4,Standard Value,No immediate offer,Monitor only
7036-TYDEC,Two year,69,104.0,1248.0,0.1609400059388503,Low,200.85,200.85,P3,High Value,No immediate offer,Monitor only
5802-ADBRC,One year,50,104.4,1252.8000000000002,0.2639888835865012,Moderate,330.73,330.73,P3,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
8076-FEZKJ,One year,10,19.5,234.0,0.0150663227763501,Low,3.53,3.53,P4,Standard Value,No immediate offer,Monitor only
5197-YPYBZ,Two year,12,25.25,303.0,0.0324056736075328,Low,9.82,9.82,P4,Standard Value,No immediate offer,Monitor only
8337-MSSXB,Month-to-month,14,86.3,1035.6,0.5839220184157177,High,604.71,604.71,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4312-GVYNH,Two year,70,49.85,598.2,0.0363137713464415,Low,21.72,21.72,P4,Standard Value,No immediate offer,Monitor only
8495-LJDFO,Month-to-month,64,108.95,1307.4,0.1430454644482709,Low,187.02,187.02,P3,High Value,No immediate offer,Monitor only
0839-JTCUD,Two year,66,89.9,1078.8000000000002,0.0040080351584406,Low,4.32,4.32,P4,High Value,No immediate offer,Monitor only
5494-WOZRZ,Two year,71,82.0,984.0,0.0033162786735248,Low,3.26,3.26,P4,Medium Value,No immediate offer,Monitor only
1302-UHBDD,Month-to-month,20,89.95,1079.4,0.4616976158561716,Moderate,498.36,498.36,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
2234-EOFPT,Two year,72,79.35,952.2,0.0119158535577451,Low,11.35,11.35,P4,Medium Value,No immediate offer,Monitor only
8619-IJNDK,Two year,71,64.05,768.5999999999999,0.0199565714768004,Low,15.34,15.34,P4,Medium Value,No immediate offer,Monitor only
8378-LKJAF,Month-to-month,38,101.15,1213.8000000000002,0.540225282181232,High,655.73,655.73,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8182-BJDSI,Month-to-month,28,89.95,1079.4,0.5401898291041828,High,583.08,583.08,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2528-HFYZX,Month-to-month,17,76.45,917.4,0.5678267288775091,High,520.92,520.92,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1153-GNOLC,One year,33,39.1,469.2000000000001,0.104016619565919,Low,48.8,48.8,P4,Standard Value,No immediate offer,Monitor only
3298-QEICA,Two year,23,34.6,415.2000000000001,0.0216978432139204,Low,9.01,9.01,P4,Standard Value,No immediate offer,Monitor only
0788-DXBFY,One year,58,19.55,234.6,0.0567296386748523,Low,13.31,13.31,P4,Standard Value,No immediate offer,Monitor only
3597-YASZG,Two year,70,104.45,1253.4,0.0812961773309327,Low,101.9,101.9,P4,High Value,No immediate offer,Monitor only
3496-LFSZU,Month-to-month,4,70.5,846.0,0.5502365567381875,High,465.5,465.5,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
5242-UOWHD,Two year,45,20.35,244.2,0.001375732956519,Low,0.34,0.34,P4,Standard Value,No immediate offer,Monitor only
2482-CZGBB,Month-to-month,10,70.0,840.0,0.5345745879718392,High,449.04,449.04,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
6479-SZPLM,Two year,36,19.45,233.4,0.0022872996180578,Low,0.53,0.53,P4,Standard Value,No immediate offer,Monitor only
8097-VBQTZ,Month-to-month,54,69.9,838.8000000000001,0.0481748170272135,Low,40.41,40.41,P4,Medium Value,No immediate offer,Monitor only
4500-HKANN,Two year,23,59.7,716.4000000000001,0.0360997221396316,Low,25.86,25.86,P4,Medium Value,No immediate offer,Monitor only
9917-KWRBE,One year,41,78.35,940.2,0.0829746840439728,Low,78.01,78.01,P4,Medium Value,No immediate offer,Monitor only
3420-ZDBMA,Month-to-month,5,71.45,857.4000000000001,0.5472510014453562,High,469.21,469.21,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
2212-LYASK,One year,27,45.85,550.2,0.1524825740079726,Low,83.9,83.9,P4,Standard Value,No immediate offer,Monitor only
1393-IMKZG,Month-to-month,1,95.85,1150.1999999999998,0.6746741167445827,High,776.01,776.01,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8069-RHUXK,Two year,67,35.7,428.4,0.0163281989116302,Low,7.0,7.0,P4,Standard Value,No immediate offer,Monitor only
3398-GCPMU,Two year,72,89.55,1074.6,0.0081742374327306,Low,8.78,8.78,P4,High Value,No immediate offer,Monitor only
2908-WGAXL,Two year,56,24.95,299.4,0.0216996685977924,Low,6.5,6.5,P4,Standard Value,No immediate offer,Monitor only
3378-AJRAO,One year,44,24.85,298.20000000000005,0.0220419774131648,Low,6.57,6.57,P4,Standard Value,No immediate offer,Monitor only
1013-QCWAM,Month-to-month,66,100.8,1209.6,0.4555716251727379,Moderate,551.06,551.06,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
0866-QLSIR,One year,34,64.4,772.8000000000001,0.0367395603512555,Low,28.39,28.39,P4,Medium Value,No immediate offer,Monitor only
6050-FFXES,Two year,69,105.35,1264.1999999999998,0.0768566338104714,Low,97.16,97.16,P4,High Value,No immediate offer,Monitor only
7181-BQYBV,Month-to-month,1,102.45,1229.4,0.7952856815223815,Critical,977.72,977.72,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
0362-RAOQO,Two year,40,19.65,235.8,0.0034509602433144,Low,0.81,0.81,P4,Standard Value,No immediate offer,Monitor only
9554-DFKIC,Month-to-month,30,54.45,653.4000000000001,0.0690651935564069,Low,45.13,45.13,P4,Medium Value,No immediate offer,Monitor only
5527-ACHSO,Month-to-month,11,70.5,846.0,0.2089567861282514,Low,176.78,176.78,P3,Medium Value,No immediate offer,Monitor only
0829-DDVLK,One year,15,20.1,241.2,0.0212939079080468,Low,5.14,5.14,P4,Standard Value,No immediate offer,Monitor only
1399-UBQIU,Month-to-month,11,69.35,832.1999999999999,0.259470530019912,Moderate,215.93,215.93,P3,Medium Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
1813-JLKWR,One year,64,19.8,237.6,0.0225147357114426,Low,5.35,5.35,P4,Standard Value,No immediate offer,Monitor only
0336-PIKEI,Two year,72,74.4,892.8000000000001,0.0768088591080487,Low,68.57,68.57,P4,Medium Value,No immediate offer,Monitor only
7322-OCWHC,Two year,72,93.05,1116.6,0.0362816416991887,Low,40.51,40.51,P4,High Value,No immediate offer,Monitor only
9537-VHDTA,Month-to-month,1,51.2,614.4000000000001,0.3735619332219113,Moderate,229.52,229.52,P3,Medium Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
4957-TIALW,One year,15,65.6,787.1999999999999,0.0627431369282285,Low,49.39,49.39,P4,Medium Value,No immediate offer,Monitor only
2054-PJOCK,One year,60,80.55,966.6,0.0841932610196646,Low,81.38,81.38,P4,Medium Value,No immediate offer,Monitor only
9150-HEPMB,One year,56,52.7,632.4000000000001,0.0344604493581269,Low,21.79,21.79,P4,Medium Value,No immediate offer,Monitor only
9030-QGZNL,Two year,8,20.85,250.2,0.0152254157325895,Low,3.81,3.81,P4,Standard Value,No immediate offer,Monitor only
6204-IEUXJ,Month-to-month,3,80.1,961.2,0.6137063749983382,High,589.89,589.89,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
3126-WQMGH,Month-to-month,49,52.15,625.8,0.1301087223146852,Low,81.42,81.42,P4,Medium Value,No immediate offer,Monitor only
4529-CKBCL,Month-to-month,2,80.2,962.4,0.719702510459505,High,692.64,692.64,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2506-CLAKW,Month-to-month,6,98.15,1177.8000000000002,0.7224317212293099,High,850.88,850.88,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7176-WRTNX,Two year,70,114.95,1379.4,0.1055208299100065,Low,145.56,145.56,P4,High Value,No immediate offer,Monitor only
1583-IHQZE,Month-to-month,12,112.95,1355.4,0.6406553996407895,High,868.34,868.34,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5732-IKGQH,One year,52,104.45,1253.4,0.2875114895710953,Moderate,360.37,360.37,P3,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
9239-GZHZE,Two year,72,113.65,1363.8000000000002,0.0093690349943369,Low,12.78,12.78,P4,High Value,No immediate offer,Monitor only
7205-BAIAD,Two year,40,20.6,247.2,0.0016627472756863,Low,0.41,0.41,P4,Standard Value,No immediate offer,Monitor only
0151-ONTOV,Month-to-month,1,70.9,850.8000000000001,0.7671057392401344,Critical,652.65,652.65,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
4140-MUHUG,Month-to-month,3,86.85,1042.1999999999998,0.7044630787091135,High,734.19,734.19,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
0093-EXYQL,Month-to-month,40,91.55,1098.6,0.3589840651959456,Moderate,394.38,394.38,P3,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
8064-RAVOH,Month-to-month,1,49.85,598.2,0.5456174842590431,High,326.39,326.39,P3,Standard Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
0219-QAERP,One year,30,19.8,237.6,0.0102587728566922,Low,2.44,2.44,P4,Standard Value,No immediate offer,Monitor only
0320-JDNQG,Month-to-month,23,99.85,1198.1999999999998,0.5854749345020761,High,701.52,701.52,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7180-PISOG,Month-to-month,1,74.5,894.0,0.8197668552210113,Critical,732.87,732.87,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
9168-INPSZ,Month-to-month,44,104.15,1249.8000000000002,0.4548102148413564,Moderate,568.42,568.42,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
3571-RFHAR,Month-to-month,65,109.15,1309.8000000000002,0.3731678464033667,Moderate,488.78,488.78,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
0015-UOCOJ,Month-to-month,7,48.2,578.4000000000001,0.4456795602698827,Moderate,257.78,257.78,P3,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
5334-AFQJB,Two year,72,25.1,301.20000000000005,0.0178857754745481,Low,5.39,5.39,P4,Standard Value,No immediate offer,Monitor only
2754-SDJRD,Month-to-month,8,100.15,1201.8000000000002,0.7773536073715651,Critical,934.22,934.22,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
9578-VRMNM,Month-to-month,16,65.2,782.4000000000001,0.3420739661893759,Moderate,267.64,267.64,P3,Medium Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
1587-FKLZB,Month-to-month,66,99.5,1194.0,0.5106346799123792,High,609.7,609.7,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
6140-QNRQQ,Month-to-month,1,71.55,858.5999999999999,0.7254593214772982,High,622.88,622.88,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
8963-JLGJT,Month-to-month,3,55.9,670.8,0.3021468643923741,Moderate,202.68,202.68,P3,Medium Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
4307-KTUMW,Month-to-month,53,93.9,1126.8000000000002,0.3604122607798907,Moderate,406.11,406.11,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
1465-LNTLJ,Month-to-month,8,64.4,772.8000000000001,0.1993997437752199,Low,154.1,154.1,P3,Medium Value,No immediate offer,Monitor only
5440-FLBQG,Two year,69,108.4,1300.8000000000002,0.3061547670232623,Moderate,398.25,398.25,P3,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
2135-DQWAQ,Month-to-month,5,85.3,1023.6,0.6314045452960445,High,646.31,646.31,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4056-QHXHZ,Two year,72,107.45,1289.4,0.0728658100453296,Low,93.95,93.95,P4,High Value,No immediate offer,Monitor only
7470-MCQTK,Month-to-month,13,48.75,585.0,0.3550800217829127,Moderate,207.72,207.72,P3,Standard Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
7488-MXJIV,Month-to-month,4,85.65,1027.8000000000002,0.7740821467615421,Critical,795.6,795.6,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
7401-JIXNM,Two year,54,91.3,1095.6,0.0061624644378699,Low,6.75,6.75,P4,High Value,No immediate offer,Monitor only
9339-FIIJL,Two year,72,85.95,1031.4,0.0019150580346838,Low,1.98,1.98,P4,High Value,No immediate offer,Monitor only
2027-FECZV,Month-to-month,12,106.7,1280.4,0.6718502651662145,High,860.24,860.24,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2672-DZUOY,Month-to-month,1,25.15,301.79999999999995,0.6360041226446436,High,191.95,191.95,P3,Standard Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
4706-DGAHW,Month-to-month,1,45.2,542.4000000000001,0.5859812697792331,High,317.84,317.84,P3,Standard Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
3870-MQAMG,One year,54,110.35,1324.1999999999998,0.3740760537103696,Moderate,495.35,495.35,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
6670-MFRPK,Two year,69,79.2,950.4,0.0253269355188141,Low,24.07,24.07,P4,Medium Value,No immediate offer,Monitor only
6177-PEVRA,Two year,48,55.5,666.0,0.0274961906836715,Low,18.31,18.31,P4,Medium Value,No immediate offer,Monitor only
4800-CZMPC,One year,48,103.25,1239.0,0.3612656524360195,Moderate,447.61,447.61,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
4813-HQMGZ,Month-to-month,8,90.25,1083.0,0.634132218003578,High,686.77,686.77,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7579-KKLOE,Two year,71,91.25,1095.0,0.0047550734447151,Low,5.21,5.21,P4,High Value,No immediate offer,Monitor only
7377-DMMRI,Month-to-month,2,47.8,573.5999999999999,0.5880354972420525,High,337.3,337.3,P3,Standard Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
8402-EIVQS,One year,67,100.9,1210.8000000000002,0.1253831270739114,Low,151.81,151.81,P3,High Value,No immediate offer,Monitor only
4947-DSMXK,Month-to-month,34,97.7,1172.4,0.4858056470372779,Moderate,569.56,569.56,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
7245-NIIWQ,Month-to-month,3,69.85,838.1999999999999,0.523650714725963,High,438.92,438.92,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
0002-ORFBO,One year,9,65.6,787.1999999999999,0.1254136947312745,Low,98.73,98.73,P4,Medium Value,No immediate offer,Monitor only
3324-OIRTO,One year,71,104.65,1255.8000000000002,0.1415156015473184,Low,177.72,177.72,P3,High Value,No immediate offer,Monitor only
5414-OFQCB,Two year,57,90.45,1085.4,0.0434706894238259,Low,47.18,47.18,P4,High Value,No immediate offer,Monitor only
4967-WPNCF,Two year,72,63.7,764.4000000000001,0.0008392616819326,Low,0.64,0.64,P4,Medium Value,No immediate offer,Monitor only
8552-OBVRU,Month-to-month,48,104.5,1254.0,0.3240336156444464,Moderate,406.34,406.34,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
8499-BRXTD,One year,18,20.1,241.2,0.0180605074104801,Low,4.36,4.36,P4,Standard Value,No immediate offer,Monitor only
9154-QDGTH,One year,43,104.3,1251.6,0.2721131909193067,Moderate,340.58,340.58,P3,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
8197-BFWVU,Two year,72,93.25,1119.0,0.0037762647391023,Low,4.23,4.23,P4,High Value,No immediate offer,Monitor only
2577-GVSIL,One year,35,73.45,881.4000000000001,0.1249423589301372,Low,110.12,110.12,P4,Medium Value,No immediate offer,Monitor only
9367-OIUXP,Month-to-month,4,20.7,248.4,0.1034461977207067,Low,25.7,25.7,P4,Standard Value,No immediate offer,Monitor only
6770-UAYGJ,Two year,49,25.25,303.0,0.0119879530863126,Low,3.63,3.63,P4,Standard Value,No immediate offer,Monitor only
6463-HHXJR,Two year,71,100.5,1206.0,0.0268205296401486,Low,32.35,32.35,P4,High Value,No immediate offer,Monitor only
7928-VJYAB,Month-to-month,11,90.6,1087.1999999999998,0.6330478059508746,High,688.25,688.25,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1187-WILMM,Two year,63,89.4,1072.8000000000002,0.0040488482264093,Low,4.34,4.34,P4,High Value,No immediate offer,Monitor only
9776-OJUZI,Month-to-month,65,95.45,1145.4,0.2686097091126772,Moderate,307.67,307.67,P3,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
1306-RPWXZ,Two year,49,20.45,245.4,0.0155376471736041,Low,3.81,3.81,P4,Standard Value,No immediate offer,Monitor only
8949-JTMAY,Month-to-month,29,98.6,1183.1999999999998,0.5958188246495746,High,704.97,704.97,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2774-LVQUS,Month-to-month,15,83.05,996.6,0.6132594328579022,High,611.17,611.17,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
3097-PYWXL,Month-to-month,4,19.95,239.4,0.1178215666144202,Low,28.21,28.21,P4,Standard Value,No immediate offer,Monitor only
2266-SJNAT,One year,72,109.15,1309.8000000000002,0.1740091416200128,Low,227.92,227.92,P3,High Value,No immediate offer,Monitor only
0869-PAPRP,Month-to-month,26,85.7,1028.4,0.3374603088334234,Moderate,347.04,347.04,P3,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
4238-JSSWH,Month-to-month,35,102.05,1224.6,0.438376322241257,Moderate,536.84,536.84,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
2972-YDYUW,One year,57,94.7,1136.4,0.1138164915268235,Low,129.34,129.34,P4,High Value,No immediate offer,Monitor only
1104-FEJAM,Month-to-month,28,64.4,772.8000000000001,0.1332339379967766,Low,102.96,102.96,P4,Medium Value,No immediate offer,Monitor only
2809-ILCYT,One year,25,26.8,321.6,0.09315409019072,Low,29.96,29.96,P4,Standard Value,No immediate offer,Monitor only
5499-ECUTN,One year,47,66.05,792.5999999999999,0.0509268691032739,Low,40.36,40.36,P4,Medium Value,No immediate offer,Monitor only
4981-FLTMF,Month-to-month,57,65.2,782.4000000000001,0.0824511119021872,Low,64.51,64.51,P4,Medium Value,No immediate offer,Monitor only
9121-PHQSR,Month-to-month,16,85.05,1020.6,0.4872942712771576,Moderate,497.33,497.33,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
3113-IWHLC,Month-to-month,5,55.8,669.5999999999999,0.2585569801807131,Moderate,173.13,173.13,P3,Medium Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
3211-ILJTT,Month-to-month,17,70.4,844.8000000000001,0.4577338539308316,Moderate,386.69,386.69,P3,Medium Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
4612-THJBS,One year,56,104.75,1257.0,0.3496903054858717,Moderate,439.56,439.56,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
4277-BWBML,Two year,72,19.95,239.4,0.0104052896377177,Low,2.49,2.49,P4,Standard Value,No immediate offer,Monitor only
4094-NSEDU,Month-to-month,21,94.25,1131.0,0.60959037268942,High,689.45,689.45,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
0234-TEVTT,One year,48,45.0,540.0,0.0657835034754727,Low,35.52,35.52,P4,Standard Value,No immediate offer,Monitor only
4304-TSPVK,Two year,68,114.9,1378.8000000000002,0.0409151563845786,Low,56.41,56.41,P4,High Value,No immediate offer,Monitor only
1552-AAGRX,Month-to-month,30,106.4,1276.8000000000002,0.3378771965451491,Moderate,431.4,431.4,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
2637-FKFSY,Month-to-month,3,46.1,553.2,0.4197376944327425,Moderate,232.2,232.2,P3,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
9796-MVYXX,Two year,14,39.7,476.4,0.0488714994068089,Low,23.28,23.28,P4,Standard Value,No immediate offer,Monitor only
7874-ECPQJ,Month-to-month,4,20.05,240.6,0.0995701196356139,Low,23.96,23.96,P4,Standard Value,No immediate offer,Monitor only
0020-INWCK,Two year,71,95.75,1149.0,0.0597396527095344,Low,68.64,68.64,P4,High Value,No immediate offer,Monitor only
7089-RKVSZ,One year,8,24.4,292.79999999999995,0.0373236175534756,Low,10.93,10.93,P4,Standard Value,No immediate offer,Monitor only
2683-JXWQQ,Month-to-month,61,33.6,403.2000000000001,0.1196030008285436,Low,48.22,48.22,P4,Standard Value,No immediate offer,Monitor only
9548-ZMVTX,Two year,72,90.45,1085.4,0.0393983745853561,Low,42.76,42.76,P4,High Value,No immediate offer,Monitor only
8739-XNIKG,Month-to-month,5,84.0,1008.0,0.7734022321491748,Critical,779.59,779.59,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
9755-JHNMN,Two year,49,67.4,808.8000000000001,0.0143500646091159,Low,11.61,11.61,P4,Medium Value,No immediate offer,Monitor only
3981-QSVQI,Month-to-month,8,19.7,236.4,0.105552094214035,Low,24.95,24.95,P4,Standard Value,No immediate offer,Monitor only
2789-HQBOU,Month-to-month,3,80.35,964.2,0.6904354144519969,High,665.72,665.72,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
9424-CMPOG,Two year,9,19.6,235.2,0.0039022714712692,Low,0.92,0.92,P4,Standard Value,No immediate offer,Monitor only
5067-WJEUN,Two year,67,54.2,650.4000000000001,0.0148072767690263,Low,9.63,9.63,P4,Medium Value,No immediate offer,Monitor only
3450-WXOAT,Month-to-month,46,45.2,542.4000000000001,0.1115375772481517,Low,60.5,60.5,P4,Standard Value,No immediate offer,Monitor only
9251-WNSOD,One year,67,75.1,901.2,0.0901505985102461,Low,81.24,81.24,P4,Medium Value,No immediate offer,Monitor only
6974-DAFLI,One year,55,19.7,236.4,0.0310427650699645,Low,7.34,7.34,P4,Standard Value,No immediate offer,Monitor only
