gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_flag,OnlineSecurity_flag,OnlineBackup_flag,DeviceProtection_flag,TechSupport_flag,StreamingTV_flag,StreamingMovies_flag,service_count,has_fiber,is_month_to_month,is_senior,avg_revenue_per_month,estimated_annual_revenue,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_band_13-24 Months,tenure_band_25-48 Months,tenure_band_49+ Months,monthly_charge_band_Low,monthly_charge_band_Medium,monthly_charge_band_Very High,contract_risk_band_Low Risk,contract_risk_band_Moderate Risk,target_churn
1,0,0,1,66,1,1,0,0,0,0,0,0,1,25.3,1673.8,1,0,0,0,0,0,0,1,0,0,0,25.36060606060606,303.6,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0
1,0,0,1,8,0,0,1,0,0,1,0,1,1,44.55,343.45,0,1,0,0,1,0,1,3,0,0,0,42.93125,534.5999999999999,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
0,0,1,0,71,1,1,1,0,1,0,1,1,1,104.1,7412.25,1,1,0,1,0,1,1,5,1,0,0,104.39788732394366,1249.1999999999998,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
0,0,1,1,43,1,1,0,0,1,0,0,1,1,92.55,4039.0,1,0,0,1,0,0,1,3,1,1,0,93.93023255813954,1110.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,2,1,1,0,0,0,0,1,1,1,93.85,170.85,1,0,0,0,0,1,1,3,1,1,1,85.425,1126.1999999999998,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0,0,29,1,0,0,1,1,0,1,1,1,101.45,2948.6,0,0,1,1,0,1,1,4,1,1,1,101.67586206896551,1217.4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,0,15,1,0,0,0,1,0,1,0,1,84.3,1308.4,0,0,0,1,0,1,0,2,1,1,0,87.22666666666667,1011.5999999999999,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0,1,1,65,1,1,1,1,1,1,0,0,0,94.55,6078.75,1,1,1,1,1,0,0,5,1,0,0,93.51923076923077,1134.6,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
1,0,0,0,35,1,1,0,0,1,1,1,0,0,95.5,3418.2,1,0,0,1,1,1,0,4,1,1,0,97.66285714285713,1146.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0,0,64,1,0,1,1,0,0,1,1,1,100.3,6603.8,0,1,1,0,0,1,1,4,1,0,0,103.184375,1203.6,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
0,0,1,1,58,0,0,0,0,1,1,1,1,1,55.5,3166.9,0,0,0,1,1,1,1,4,0,0,0,54.601724137931036,666.0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
0,1,0,0,18,1,0,0,1,0,0,0,0,1,49.85,865.75,0,0,1,0,0,0,0,1,0,1,1,48.09722222222222,598.2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1,0,1,1,67,1,1,0,1,0,0,0,1,1,89.55,6373.1,1,0,1,0,0,0,1,3,1,1,0,95.12089552238807,1074.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1,1,63,1,0,0,0,0,0,0,0,1,19.15,1177.05,0,0,0,0,0,0,0,0,0,0,0,18.683333333333334,229.79999999999998,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0
0,0,1,0,60,1,1,0,1,0,0,1,1,1,99.8,5985.75,1,0,1,0,0,1,1,4,1,1,0,99.7625,1197.6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,0,0,9,1,1,0,0,0,0,0,1,1,84.4,732.5,1,0,0,0,0,0,1,2,1,1,1,81.38888888888889,1012.8000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,70,1,1,1,1,1,1,1,1,1,113.05,7869.05,1,1,1,1,1,1,1,7,1,0,0,112.415,1356.6,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
1,0,1,0,15,1,1,0,0,1,0,1,1,1,101.1,1504.05,1,0,0,1,0,1,1,4,1,1,0,100.27,1213.1999999999998,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
0,0,0,1,48,1,0,0,0,0,0,0,0,0,19.95,936.7,0,0,0,0,0,0,0,0,0,0,0,19.514583333333334,239.39999999999998,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1,0,1,0,12,1,0,0,0,1,1,1,1,1,74.15,741.4,0,0,0,1,1,1,1,4,0,1,0,61.78333333333333,889.8000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,0,71,1,1,1,1,1,1,0,0,1,92.0,6585.2,1,1,1,1,1,0,0,5,1,0,1,92.74929577464789,1104.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1,1,0,0,44,1,0,0,0,1,0,0,0,0,73.85,3122.4,0,0,0,1,0,0,0,1,1,1,1,70.96363636363637,886.1999999999999,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0,0,1,1,1,0,0,0,0,0,0,1,50.45,50.45,1,0,0,0,0,0,0,1,0,1,0,50.45,605.4000000000001,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,0,1,1,45,1,1,0,0,0,0,0,0,0,24.45,1088.25,1,0,0,0,0,0,0,1,0,0,0,24.183333333333334,293.4,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0
0,0,0,0,23,1,1,0,0,0,0,0,0,0,24.8,615.35,1,0,0,0,0,0,0,1,0,0,0,26.754347826086956,297.6,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0
0,0,1,0,43,1,1,0,0,0,1,1,0,1,64.85,2908.2,1,0,0,0,1,1,0,3,0,0,0,67.63255813953488,778.1999999999999,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0,0,0,35,1,0,0,0,0,0,0,0,0,20.75,739.9,0,0,0,0,0,0,0,0,0,1,0,21.14,249.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,0,1,0,9,1,0,1,1,0,1,1,0,1,68.95,593.85,0,1,1,0,1,1,0,4,0,1,0,65.98333333333333,827.4000000000001,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,0,12,1,1,0,0,0,1,1,1,1,99.95,1132.75,1,0,0,0,1,1,1,4,1,1,0,94.39583333333333,1199.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,1,0,65,1,1,1,1,1,0,1,1,1,109.4,7227.45,1,1,1,1,0,1,1,6,1,1,1,111.19153846153846,1312.8000000000002,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,2,1,1,0,0,1,0,1,0,1,91.4,193.6,1,0,0,1,0,1,0,3,1,1,0,96.8,1096.8000000000002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,27,1,1,0,0,0,0,0,0,0,49.0,1291.35,1,0,0,0,0,0,0,1,0,1,0,47.827777777777776,588.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
0,0,0,0,40,1,0,0,0,1,0,0,0,1,50.25,2023.55,0,0,0,1,0,0,0,1,0,0,0,50.58875,603.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
0,1,0,0,5,1,0,0,0,1,0,0,0,1,75.55,349.65,0,0,0,1,0,0,0,1,1,1,1,69.92999999999999,906.5999999999999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,8,1,0,0,0,0,0,0,0,0,19.9,153.95,0,0,0,0,0,0,0,0,0,0,0,19.24375,238.79999999999998,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,1,1,0,58,1,1,0,1,0,0,1,1,1,97.8,5458.8,1,0,1,0,0,1,1,4,1,0,1,94.11724137931034,1173.6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,1,1,52,1,0,1,0,1,0,1,1,0,100.3,5244.45,0,1,0,1,0,1,1,4,1,0,0,100.85480769230769,1203.6,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
1,0,1,0,3,1,0,0,0,1,1,0,0,1,55.8,154.55,0,0,0,1,1,0,0,2,0,1,0,51.51666666666667,669.5999999999999,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,1,41,1,0,1,1,1,1,1,1,1,111.15,4507.15,0,1,1,1,1,1,1,6,1,0,0,109.93048780487804,1333.8000000000002,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
1,0,0,0,20,1,1,0,0,0,1,1,1,1,98.55,2031.95,1,0,0,0,1,1,1,4,1,1,0,101.5975,1182.6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,0,0,1,1,1,1,0,0,0,0,0,0,1,50.05,50.05,1,0,0,0,0,0,0,1,0,1,0,50.05,600.5999999999999,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,0,0,1,4,1,1,0,0,0,1,0,0,0,80.8,332.45,1,0,0,0,1,0,0,2,1,1,0,83.1125,969.5999999999999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,23,1,0,0,0,0,0,0,0,0,20.85,473.9,0,0,0,0,0,0,0,0,0,1,0,20.604347826086954,250.20000000000002,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
0,1,0,0,6,1,0,0,0,0,0,0,0,0,19.5,106.8,0,0,0,0,0,0,0,0,0,1,1,17.8,234.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1,1,8,1,0,0,0,0,0,0,0,1,19.35,152.6,0,0,0,0,0,0,0,0,0,1,0,19.075,232.20000000000002,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,18,1,1,1,0,1,0,1,0,0,69.5,1199.4,1,1,0,1,0,1,0,4,0,1,0,66.63333333333334,834.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1,1,0,0,52,0,0,1,0,0,0,1,1,1,48.8,2555.05,0,1,0,0,0,1,1,3,0,1,1,49.135576923076925,585.5999999999999,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1,0,0,0,31,1,0,0,1,0,0,1,1,1,94.5,2979.2,0,0,1,0,0,1,1,3,1,1,0,96.1032258064516,1134.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,1,1,29,1,0,0,0,0,0,0,0,1,20.65,654.85,0,0,0,0,0,0,0,0,0,1,0,22.58103448275862,247.79999999999998,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
0,0,1,0,36,1,1,1,1,1,1,0,1,1,106.05,3834.4,1,1,1,1,1,0,1,6,1,0,0,106.51111111111112,1272.6,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
0,0,1,0,16,1,1,0,1,0,0,1,1,1,100.0,1534.75,1,0,1,0,0,1,1,4,1,1,0,95.921875,1200.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
1,0,1,0,42,1,1,0,0,1,1,1,1,1,108.3,4586.15,1,0,0,1,1,1,1,5,1,0,0,109.19404761904761,1299.6,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.55,20.55,0,0,0,0,0,0,0,0,0,1,0,20.55,246.60000000000002,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,0,0,0,60,1,0,0,1,1,0,1,1,1,99.65,5941.05,0,0,1,1,0,1,1,4,1,0,0,99.0175,1195.8000000000002,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1,0,0,0,5,1,1,0,1,1,0,0,0,1,85.3,424.15,1,0,1,1,0,0,0,3,1,1,0,84.83,1023.5999999999999,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,0,22,1,1,1,0,0,1,1,0,0,95.9,2234.95,1,1,0,0,1,1,0,4,1,1,0,101.58863636363635,1150.8000000000002,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,1,0,36,1,0,0,0,0,0,0,0,0,20.0,666.75,0,0,0,0,0,0,0,0,0,0,0,18.520833333333332,240.0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,4,1,0,0,0,0,0,0,0,0,70.4,281.0,0,0,0,0,0,0,0,0,1,1,0,70.25,844.8000000000001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,9,1,0,1,0,0,1,0,1,0,64.95,547.8,0,1,0,0,1,0,1,3,0,1,0,60.86666666666666,779.4000000000001,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,1,1,1,1,0,0,1,0,0,0,0,0,74.6,74.6,0,0,1,0,0,0,0,1,1,1,0,74.6,895.1999999999999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,12,1,0,1,0,0,0,0,0,1,49.2,571.15,0,1,0,0,0,0,0,1,0,1,0,47.59583333333333,590.4000000000001,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,23,1,1,0,0,0,1,1,1,1,73.75,1756.6,1,0,0,0,1,1,1,4,0,0,0,76.37391304347825,885.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
1,0,0,0,62,1,1,1,1,0,0,0,1,1,92.3,5731.45,1,1,1,0,0,0,1,4,1,0,0,92.44274193548387,1107.6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,0,37,1,1,0,0,0,1,1,1,0,98.8,3475.55,1,0,0,0,1,1,1,4,1,1,0,93.9337837837838,1185.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,8,1,0,0,0,0,0,0,0,0,19.2,156.85,0,0,0,0,0,0,0,0,0,1,0,19.60625,230.39999999999998,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,1,0,31,1,1,0,0,1,0,1,0,0,88.65,2683.2,1,0,0,1,0,1,0,3,1,1,0,86.55483870967741,1063.8000000000002,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,0,1,1,13,1,1,0,0,0,0,0,0,1,74.4,896.75,1,0,0,0,0,0,0,1,1,1,0,68.98076923076923,892.8000000000001,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,24,1,1,0,0,1,0,1,1,1,98.75,2407.3,1,0,0,1,0,1,1,4,1,1,0,100.30416666666667,1185.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0,1,1,45,1,1,0,1,1,0,0,1,1,95.95,4456.65,1,0,1,1,0,0,1,4,1,1,0,99.03666666666666,1151.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,0,69,1,1,0,1,0,1,1,1,0,105.4,6998.95,1,0,1,0,1,1,1,5,1,0,1,101.4340579710145,1264.8000000000002,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,20.25,36.8,0,0,0,0,0,0,0,0,0,1,0,18.4,243.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,1,1,61,1,1,1,1,0,0,1,1,1,106.0,6547.7,1,1,1,0,0,1,1,5,1,0,0,107.33934426229509,1272.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
1,0,0,0,41,1,1,0,1,1,0,1,1,1,104.7,4346.4,1,0,1,1,0,1,1,5,1,1,0,106.00975609756097,1256.4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
0,0,0,0,44,0,0,0,0,1,0,1,1,1,49.05,2265.0,0,0,0,1,0,1,1,3,0,0,0,51.47727272727273,588.5999999999999,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0,39,0,0,0,0,1,1,0,0,0,35.55,1309.15,0,0,0,1,1,0,0,2,0,0,0,33.56794871794872,426.59999999999997,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1,0,1,1,72,0,0,1,1,1,1,1,1,1,65.1,4754.3,0,1,1,1,1,1,1,6,0,0,0,66.03194444444445,781.1999999999999,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
0,1,0,0,13,1,0,0,0,1,0,1,1,1,96.85,1235.55,0,0,0,1,0,1,1,3,1,1,1,95.04230769230769,1162.1999999999998,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,1,1,51,1,0,1,1,0,1,0,1,1,69.75,3562.5,0,1,1,0,1,0,1,4,0,0,0,69.8529411764706,837.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
0,1,1,0,71,1,0,0,1,1,0,1,1,1,99.2,7213.75,0,0,1,1,0,1,1,4,1,0,1,101.60211267605634,1190.4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1,1,0,0,22,1,1,0,0,0,0,1,1,1,96.7,2082.95,1,0,0,0,0,1,1,3,1,1,1,94.67954545454545,1160.4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0,0,0,2,1,0,0,1,0,1,0,0,1,55.05,102.75,0,0,1,0,1,0,0,2,0,1,0,51.375,660.5999999999999,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,56,1,1,0,1,1,0,1,1,1,106.8,5914.4,1,0,1,1,0,1,1,5,1,0,0,105.61428571428571,1281.6,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,51.25,51.25,0,1,0,0,0,0,0,1,0,1,0,51.25,615.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,1,1,23,1,0,1,1,0,1,0,0,1,57.75,1282.85,0,1,1,0,1,0,0,3,0,0,0,55.77608695652174,693.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
0,1,1,0,66,1,1,0,1,1,0,1,0,1,70.85,4738.85,1,0,1,1,0,1,0,4,0,0,1,71.80075757575759,850.1999999999999,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.55,19.55,0,0,0,0,0,0,0,0,0,1,0,19.55,234.60000000000002,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,0,19,1,1,0,1,0,0,1,0,1,88.2,1775.8,1,0,1,0,0,1,0,3,1,1,1,93.46315789473684,1058.4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0,0,0,11,1,0,1,0,1,0,0,0,1,79.5,795.65,0,1,0,1,0,0,0,2,1,1,0,72.33181818181818,954.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,8,1,0,0,0,0,0,0,0,1,19.75,145.0,0,0,0,0,0,0,0,0,0,0,0,18.125,237.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1
0,0,1,1,52,1,1,1,1,1,0,0,1,0,98.15,4993.4,1,1,1,1,0,0,1,5,1,1,0,96.02692307692307,1177.8000000000002,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,3,1,0,0,0,0,0,0,0,1,20.25,61.45,0,0,0,0,0,0,0,0,0,1,0,20.483333333333334,243.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,1,1,51,1,0,1,1,0,0,0,0,1,79.15,4018.55,0,1,1,0,0,0,0,2,1,1,0,78.79509803921569,949.8000000000001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,15,1,1,0,0,0,0,0,0,0,75.65,1146.65,1,0,0,0,0,0,0,1,1,1,1,76.44333333333334,907.8000000000001,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,1,1,0,64,1,1,0,1,1,0,0,1,1,94.25,6081.4,1,0,1,1,0,0,1,4,1,1,1,95.021875,1131.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,37,0,0,0,0,1,0,0,1,1,40.2,1478.85,0,0,0,1,0,0,1,2,0,1,0,39.96891891891892,482.40000000000003,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1,0,0,0,13,1,0,0,0,0,0,0,0,0,19.95,243.65,0,0,0,0,0,0,0,0,0,0,0,18.742307692307694,239.39999999999998,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0
1,0,1,0,49,1,1,1,0,0,0,0,0,1,55.35,2633.95,1,1,0,0,0,0,0,2,0,0,0,53.754081632653055,664.2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0,1,0,0,45,1,1,0,0,1,0,1,1,1,102.15,4735.35,1,0,0,1,0,1,1,4,1,0,1,105.23,1225.8000000000002,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
0,0,0,0,18,1,0,0,0,0,0,0,0,1,71.1,1247.75,0,0,0,0,0,0,0,0,1,1,0,69.31944444444444,853.1999999999999,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,1,0,0,1,1,1,0,0,0,0,0,0,1,74.7,74.7,1,0,0,0,0,0,0,1,1,1,1,74.7,896.4000000000001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,0,68,0,0,1,0,1,0,1,1,1,54.1,3794.5,0,1,0,1,0,1,1,4,0,0,0,55.8014705882353,649.2,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
1,0,0,0,54,1,0,0,0,0,0,0,0,0,19.65,1008.7,0,0,0,0,0,0,0,0,0,0,0,18.67962962962963,235.79999999999998,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0
0,1,1,1,23,1,0,0,1,1,0,0,1,1,88.45,2130.55,0,0,1,1,0,0,1,3,1,1,1,92.63260869565218,1061.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,17,1,0,0,0,1,0,0,0,1,76.65,1313.55,0,0,0,1,0,0,0,1,1,1,0,77.26764705882353,919.8000000000001,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0,1,0,71,1,1,1,1,1,1,0,1,0,80.4,5727.15,1,1,1,1,1,0,1,6,0,0,0,80.66408450704225,964.8000000000001,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
0,0,1,1,67,1,0,0,0,0,0,0,0,1,19.25,1372.9,0,0,0,0,0,0,0,0,0,0,0,20.491044776119406,231.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
0,0,1,1,14,1,1,0,0,0,0,1,0,1,84.8,1203.9,1,0,0,0,0,1,0,2,1,1,0,85.99285714285715,1017.5999999999999,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,25.8,25.8,0,0,0,0,0,0,0,0,0,1,1,25.8,309.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,0,0,1,63,1,0,0,0,0,0,0,0,0,19.5,1215.1,0,0,0,0,0,0,0,0,0,0,0,19.287301587301585,234.0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0
0,0,0,0,41,1,1,0,0,1,1,0,1,1,68.6,2877.05,1,0,0,1,1,0,1,4,0,0,0,70.1719512195122,823.1999999999999,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,1,0,17,1,1,0,0,0,0,1,1,0,92.6,1579.7,1,0,0,0,0,1,1,3,1,1,0,92.9235294117647,1111.1999999999998,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,0,1,0,56,1,1,1,0,0,0,1,1,1,100.55,5514.95,1,1,0,0,0,1,1,4,1,0,0,98.48125,1206.6,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,0,0,0,5,1,0,0,0,0,0,0,0,0,20.55,96.1,0,0,0,0,0,0,0,0,0,1,0,19.22,246.60000000000002,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,2,0,0,1,1,0,0,0,1,1,42.6,72.4,0,1,1,0,0,0,1,3,0,1,0,36.2,511.20000000000005,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0,1,0,3,1,0,0,0,0,0,0,0,1,19.6,55.25,0,0,0,0,0,0,0,0,0,1,0,18.416666666666668,235.20000000000002,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,37,1,1,1,1,1,1,0,0,0,67.45,2443.3,1,1,1,1,1,0,0,5,0,0,0,66.03513513513514,809.4000000000001,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0,29,1,0,1,1,1,0,0,1,1,68.85,1970.5,0,1,1,1,0,0,1,4,0,1,0,67.94827586206897,826.1999999999999,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,0,0,0,8,1,0,0,0,0,0,0,0,0,43.55,335.4,0,0,0,0,0,0,0,0,0,1,0,41.925,522.5999999999999,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,0,63,1,1,0,1,1,1,1,1,1,109.85,7002.95,1,0,1,1,1,1,1,6,1,1,0,111.15793650793651,1318.1999999999998,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,1,1,7,1,0,0,0,0,0,0,0,0,20.65,158.95,0,0,0,0,0,0,0,0,0,1,0,22.707142857142856,247.79999999999998,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,3,1,0,0,1,0,0,1,1,0,95.4,293.15,0,0,1,0,0,1,1,3,1,1,0,97.71666666666665,1144.8000000000002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,1,72,1,0,0,0,0,0,0,0,0,21.0,1493.75,0,0,0,0,0,0,0,0,0,0,0,20.74652777777778,252.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
0,0,0,0,19,1,0,0,0,0,0,0,1,1,56.2,1093.4,0,0,0,0,0,0,1,1,0,1,0,57.54736842105264,674.4000000000001,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,1,0,59,1,0,0,0,0,0,0,0,0,18.4,1057.85,0,0,0,0,0,0,0,0,0,0,0,17.92966101694915,220.79999999999998,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
1,0,1,1,2,1,0,0,0,1,1,0,1,0,90.0,190.05,0,0,0,1,1,0,1,3,1,1,0,95.025,1080.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,35,1,1,0,0,0,0,0,0,1,25.75,882.55,1,0,0,0,0,0,0,1,0,1,0,25.215714285714284,309.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1,0,0,0,14,1,0,0,0,0,0,0,0,0,19.6,300.4,0,0,0,0,0,0,0,0,0,1,0,21.457142857142856,235.20000000000002,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,14,1,0,0,0,1,0,0,0,0,75.35,1025.95,0,0,0,1,0,0,0,1,1,1,0,73.28214285714286,904.1999999999999,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0,1,1,69,1,0,0,0,0,0,0,0,0,19.8,1436.95,0,0,0,0,0,0,0,0,0,0,0,20.82536231884058,237.60000000000002,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0
1,1,1,0,7,1,1,1,1,0,1,0,0,0,64.2,475.0,1,1,1,0,1,0,0,4,0,1,1,67.85714285714286,770.4000000000001,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
